Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Total_Positive,Total_Negative,Total_Neutral
2020-08-23,27664,3534,9054,13165,1336,5182,8888,1966,5156,40252,19683,16010
2020-08-24,23722,2525,7788,23430,2079,9331,11679,1381,7006,34035,34840,20066
2020-08-25,34589,2524,9942,17873,2340,5399,8724,1256,3284,47055,25612,13264
2020-08-26,21261,2934,7869,12107,1856,5524,17600,2176,8058,32064,19487,27834
2020-08-27,18688,2293,6321,13945,4614,4528,11625,1243,5013,27302,23087,17881
2020-08-28,22202,3139,8827,16210,1449,5925,9847,1416,3993,34168,23584,15256
2020-08-29,15041,1715,5391,10214,1031,4248,6608,912,3468,22147,15493,10988
2020-08-30,20564,2584,6948,19658,2283,5685,7215,950,2573,30096,27626,10738
2020-08-31,16927,1617,6241,16159,1592,5826,7623,1100,3201,24785,23577,11924
2020-09-01,41173,4332,8857,17313,2288,7543,15702,1723,8176,54362,27144,25601
2020-09-02,40803,4171,13554,48584,8018,14129,35843,3414,12842,58528,70731,52099
2020-09-03,78902,8984,37097,50043,5047,16979,31363,4459,11442,124983,72069,47264
2020-09-04,52162,6458,15614,30832,3750,10734,33823,4524,12866,74234,45316,51213
2020-09-05,56096,3981,21621,41754,3738,16702,33027,2236,17781,81698,62194,53044
2020-09-06,110503,10102,37914,52603,4467,20459,42698,5112,17299,158519,77529,65109
2020-09-07,92453,10678,31621,57351,6194,19516,43417,5510,15970,134752,83061,64897
2020-09-08,206708,12484,67691,132905,6092,31221,77728,5088,25839,286883,170218,108655
2020-09-09,105511,11846,38496,126284,9359,36865,63597,6007,23442,155853,172508,93046
2020-09-10,90001,14025,31239,73178,6438,23789,54406,5926,18630,135265,103405,78962
2020-09-11,103532,10869,32552,43564,4208,13279,82068,9577,32117,146953,61051,123762
2020-09-12,117929,15803,36447,75739,4977,25185,47264,5095,17372,170179,105901,69731
2020-09-13,109383,12590,34182,68677,5491,23504,30555,3419,10574,156155,97672,44548
2020-09-14,146173,13228,43987,98777,11633,30175,89224,26368,29938,203388,140585,145530
2020-09-15,72239,6622,24245,95240,9124,30073,34488,9611,13548,103106,134437,57647
2020-09-16,100485,9705,37323,46871,4822,17989,57068,5025,22100,147513,69682,84193
2020-09-17,64709,6400,20458,57305,4589,19034,35028,4930,16296,91567,80928,56254
2020-09-18,93657,9299,31631,36035,2871,11109,42274,7329,16004,134587,50015,65607
2020-09-19,27917,3208,9624,26611,2589,9840,14964,2751,6356,40749,39040,24071
2020-09-20,56409,4339,24700,41785,2794,16945,41994,2575,18416,85448,61524,62985
2020-09-21,56026,6443,19769,63600,5759,22724,50028,4244,18760,82238,92083,73032
2020-09-22,72006,9901,23466,59775,4534,18293,41892,5092,20476,105373,82602,67460
2020-09-23,124233,7103,37805,55006,8402,17964,133950,5059,25078,169141,81372,164087
2020-09-24,46957,5199,18436,34204,2982,12633,31783,4383,15526,70592,49819,51692
2020-09-25,51176,5018,18038,21912,1866,8024,26616,2254,11590,74232,31802,40460
2020-09-26,37272,4398,14279,36208,3850,11926,22441,2942,9050,55949,51984,34433
2020-09-27,39460,4831,15277,24137,1989,7082,24866,1956,8212,59568,33208,35034
2020-09-28,44730,6054,17081,45998,3606,16757,53496,4386,15258,67865,66361,73140
2020-09-29,53671,20784,22380,45289,3999,17430,40513,3317,16911,96835,66718,60741
2020-09-30,77912,6078,25257,77942,5770,23860,33062,3612,12865,109247,107572,49539
