Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Positive tweets,Negative tweets,Neutral tweets
2015-10-01,31.972789115646258,14.739229024943311,53.28798185941043,34.3313373253493,10.778443113772456,54.89021956087824,32.22336065573771,12.295081967213115,55.48155737704918,28.91167714191201,19.28547800198478,51.802844856103206
2015-10-02,40.95788604459125,11.560693641618498,47.48142031379026,31.518817204301076,9.13978494623656,59.34139784946237,28.13231850117096,8.899297423887587,62.968384074941454,26.28409493446688,18.597236981934113,55.118668083599005
2015-10-03,39.58221746116765,8.194965184788432,52.22281735404392,33.84321223709369,10.898661567877628,55.25812619502868,24.679943100995732,6.756756756756757,68.56330014224751,21.784897025171624,15.194508009153319,63.02059496567506
2015-10-04,30.786445012787723,4.5076726342711,64.70588235294117,45.13853904282116,7.858942065491184,47.00251889168766,33.48183687457163,8.636052090472926,57.88211103495545,21.428571428571427,21.103896103896105,57.467532467532465
2015-10-05,35.294117647058826,9.757785467128027,54.94809688581315,16.886377903327055,6.151914626490898,76.96170747018205,33.770161290322584,8.602150537634408,57.62768817204301,24.980443285528033,16.453715775749675,58.565840938722296
2015-10-06,25.098135426889108,11.113837095191364,63.78802747791953,37.35294117647059,6.715686274509804,55.931372549019606,28.94736842105263,14.172932330827068,56.8796992481203,30.499202188283565,15.545931160246182,53.954866651470255
2015-10-07,25.431207380665864,4.071399919775371,70.49739269955876,31.925465838509318,11.677018633540373,56.39751552795031,34.36965202509983,9.355390758699372,56.2749572162008,29.381252315672473,18.59948128936643,52.01926639496109
2015-10-08,36.68254655695106,12.776093546990039,50.5413598960589,29.59641255605381,14.200298953662182,56.20328849028401,23.96294804671768,6.685461135722916,69.3515908175594,30.804668304668304,18.028255528255528,51.16707616707617
2015-10-09,35.08771929824562,11.867905056759547,53.04437564499484,18.75,12.36413043478261,68.88586956521739,33.67088607594937,11.20253164556962,55.12658227848101,28.029465930018418,15.469613259668508,56.500920810313076
2015-10-10,39.44174757281554,11.771844660194175,48.786407766990294,36.141304347826086,14.673913043478262,49.18478260869565,29.27689594356261,12.610229276895943,58.11287477954145,26.480836236933797,18.67595818815331,54.84320557491289
2015-10-11,33.687002652519894,16.97612732095491,49.3368700265252,38.141809290953546,12.836185819070904,49.02200488997555,30.32994923857868,11.738578680203046,57.931472081218274,29.042485732403296,18.072289156626507,52.8852251109702
2015-10-12,32.470826991374935,9.081684424150177,58.44748858447488,36.78792038435141,8.236101578586135,54.975978037062454,34.306116113008386,10.52468177584601,55.16920211114561,24.88759587410738,21.3171118751653,53.79529225072732
2015-10-13,39.68095712861416,7.627118644067797,52.69192422731805,25.201612903225808,9.005376344086022,65.79301075268818,28.98598516075845,9.678483099752679,61.33553173948887,29.292149292149293,16.833976833976834,53.873873873873876
2015-10-14,36.18090452261306,7.400639561443581,56.418455915943355,32.142857142857146,14.423076923076923,53.434065934065934,34.42757488715634,14.526056627000411,51.04636848584325,26.602254428341386,18.55072463768116,54.847020933977454
2015-10-15,39.636913767019664,7.7155824508320725,52.64750378214826,22.44668911335578,12.457912457912458,65.09539842873176,31.732616212063004,10.872070687668076,57.39531310026892,27.114002054091063,16.775077028414927,56.110920917494006
2015-10-16,31.94122196442382,12.993039443155453,55.06573859242073,29.827315541601255,16.797488226059656,53.37519623233909,30.345086271567894,8.702175543885971,60.952738184546135,23.676651620845302,20.640131308986458,55.68321707016824
2015-10-17,29.93421052631579,9.407894736842104,60.6578947368421,25.868725868725868,12.548262548262548,61.58301158301158,16.525567219776498,5.722993565865222,77.75143921435829,20.856269113149846,18.04281345565749,61.10091743119266
2015-10-18,19.836214740673338,9.372156505914468,70.7916287534122,31.57894736842105,11.8796992481203,56.54135338345865,23.92241379310345,11.314655172413794,64.76293103448276,26.639552618200305,17.89527198779868,55.465175394001015
2015-10-19,35.6838905775076,12.218844984802432,52.09726443768997,31.358885017421603,7.944250871080139,60.69686411149826,30.38728897715988,8.937437934458789,60.67527308838133,22.201946472019465,14.963503649635037,62.8345498783455
2015-10-20,37.81931464174455,10.59190031152648,51.58878504672897,33.702737940026076,11.538461538461538,54.758800521512384,34.045904590459045,9.405940594059405,56.548154815481546,31.357289997711145,13.206683451590752,55.4360265506981
2015-10-21,32.07644628099174,12.861570247933884,55.06198347107438,33.64485981308411,14.103653355989804,52.25148683092608,31.234096692111958,9.192111959287532,59.57379134860051,25.75474218541277,17.152017098584025,57.09324071600321
2015-10-22,32.68312101910828,10.35031847133758,56.96656050955414,31.92552225249773,8.310626702997276,59.763851044504996,31.28584364624208,9.568367038937518,59.145789314820405,23.821113477334954,17.858229388500153,58.32065713416489
2015-10-23,30.540376442015788,10.625379477838495,58.83424408014572,38.13682678311499,9.8981077147016,51.96506550218341,29.52238805970149,8.955223880597014,61.52238805970149,23.193916349809886,15.105426892499136,61.70065675769098
2015-10-24,30.11844331641286,15.05922165820643,54.82233502538071,31.890660592255124,11.389521640091116,56.71981776765376,32.5,12.941176470588236,54.55882352941177,27.30706961683756,14.516999460334592,58.175930922827845
2015-10-25,20.58613295210865,15.582558970693352,63.831308077197995,31.499051233396585,11.574952561669829,56.92599620493359,22.174840085287848,10.277185501066098,67.54797441364606,24.473813020068526,16.789035731767008,58.737151248164466
2015-10-26,32.91925465838509,9.394409937888199,57.68633540372671,33.1338818249813,9.274495138369485,57.59162303664922,35.00858053444472,8.678597695513606,56.31282177004168,21.339563862928348,23.39563862928349,55.26479750778816
