Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Total_nlikes,Total_nreplies,Total_nretweets
2016-04-01,252,53,94,24,9,6,152,35,54,428,97,154
2016-04-02,123,30,58,104,5,347,75,17,49,302,52,454
2016-04-03,710,47,489,113,18,31,394,39,131,1217,104,651
2016-04-04,298,44,87,44,11,4,258,60,59,600,115,150
2016-04-05,458,67,141,185,23,84,234,42,54,877,132,279
2016-04-06,276,86,92,91,19,17,193,55,62,560,160,171
2016-04-07,150,31,62,188,16,74,262,55,115,600,102,251
2016-04-08,191,45,76,70,16,30,200,42,49,461,103,155
2016-04-09,238,42,39,96,12,11,255,49,31,589,103,81
2016-04-10,683,99,511,60,24,20,625,63,344,1368,186,875
2016-04-11,254,72,206,20,14,8,139,54,76,413,140,290
2016-04-12,192,60,66,92,16,33,99,30,74,383,106,173
2016-04-13,256,68,176,29,13,18,167,94,34,452,175,228
2016-04-14,258,81,114,72,27,9,173,80,71,503,188,194
2016-04-15,359,113,125,72,19,15,296,111,79,727,243,219
2016-04-16,184,79,99,333,24,168,147,29,19,664,132,286
2016-04-17,214,86,92,24,11,24,167,31,32,405,128,148
2016-04-18,178,93,100,95,47,87,123,37,36,396,177,223
2016-04-19,417,66,126,74,17,53,104,43,63,595,126,242
2016-04-20,348,105,156,88,31,75,111,52,89,547,188,320
2016-04-21,464,178,381,87,38,26,308,120,167,859,336,574
2016-04-22,318,82,171,238,34,216,362,91,101,918,207,488
2016-04-23,273,72,99,66,24,20,216,64,73,555,160,192
2016-04-24,231,78,81,80,31,24,136,68,33,447,177,138
2016-04-25,169,31,85,94,24,57,164,32,92,427,87,234
2016-04-26,334,91,147,40,16,18,212,58,119,586,165,284
2016-04-27,246,54,52,40,11,13,216,47,151,502,112,216
2016-04-28,350,69,178,343,23,168,266,65,217,959,157,563
2016-04-29,308,74,88,67,18,51,308,70,152,683,162,291
2016-04-30,190,93,73,52,39,26,162,83,68,404,215,167
2016-05-01,142,32,39,47,26,8,184,48,137,373,106,184
2016-05-02,244,103,114,69,36,10,197,76,57,510,215,181
2016-05-03,333,54,162,21,10,6,244,34,100,598,98,268
2016-05-04,313,43,296,228,29,125,779,100,633,1320,172,1054
2016-05-05,6254,295,1376,58,18,43,229,60,186,6541,373,1605
2016-05-06,339,110,136,100,61,41,584,246,197,1023,417,374
2016-05-07,241,98,140,46,32,16,260,91,159,547,221,315
2016-05-08,240,59,159,107,28,39,249,92,83,596,179,281
2016-05-09,174,45,50,35,18,43,177,56,78,386,119,171
2016-05-10,148,39,57,34,14,15,104,36,50,286,89,122
2016-05-11,260,51,95,115,34,45,766,98,334,1141,183,474
2016-05-12,283,69,168,108,74,41,275,73,94,666,216,303
2016-05-13,316,78,149,53,21,10,312,94,79,681,193,238
2016-05-14,414,92,99,134,37,24,190,63,64,738,192,187
2016-05-15,250,104,216,70,18,26,165,26,85,485,148,327
2016-05-16,238,53,119,37,15,35,189,39,103,464,107,257
2016-05-17,296,48,164,47,24,19,91,31,41,434,103,224
2016-05-18,240,49,114,318,53,364,174,77,65,732,179,543
2016-05-19,334,42,201,46,12,76,188,41,83,568,95,360
2016-05-20,513,75,222,101,28,59,220,78,41,834,181,322
2016-05-21,262,87,87,39,23,9,113,43,49,414,153,145
2016-05-22,218,79,86,128,47,93,266,102,49,612,228,228
2016-05-23,360,81,113,101,21,78,165,38,106,626,140,297
2016-05-24,464,72,276,88,27,25,295,42,213,847,141,514
2016-05-25,258,76,113,106,46,40,259,80,109,623,202,262
2016-05-26,315,80,90,91,26,23,218,62,109,624,168,222
2016-05-27,341,66,142,66,21,14,296,76,78,703,163,234
2016-05-28,339,77,132,172,32,103,257,59,55,768,168,290
2016-05-29,131,51,83,124,34,43,182,86,29,437,171,155
2016-05-30,155,34,63,44,10,23,101,24,53,300,68,139
2016-05-31,295,62,113,28,26,10,240,55,111,563,143,234
2016-06-01,190,74,69,38,27,23,239,54,112,467,155,204
2016-06-02,341,81,186,47,17,18,160,43,45,548,141,249
2016-06-03,302,80,201,80,46,52,163,65,96,545,191,349
2016-06-04,375,136,243,122,48,91,319,135,61,816,319,395
2016-06-05,149,46,161,43,15,10,76,46,26,268,107,197
2016-06-06,316,78,244,58,20,21,120,47,64,494,145,329
2016-06-07,206,46,154,73,39,73,137,50,50,416,135,277
2016-06-08,119,39,50,78,25,23,102,35,79,299,99,152
2016-06-09,139,51,44,45,18,19,183,35,71,367,104,134
2016-06-10,259,51,109,112,11,90,211,35,65,582,97,264
2016-06-11,298,30,137,33,4,24,134,20,164,465,54,325
2016-06-12,1068,218,1263,160,50,86,289,99,116,1517,367,1465
2016-06-13,628,141,436,964,106,773,598,63,410,2190,310,1619
2016-06-14,441,104,313,55,31,32,270,27,162,766,162,507
2016-06-15,1418,106,825,240,25,186,218,86,178,1876,217,1189
2016-06-16,481,74,363,186,19,70,263,51,233,930,144,666
2016-06-17,357,54,246,90,46,66,190,56,107,637,156,419
2016-06-18,331,58,196,28,13,8,275,40,99,634,111,303
2016-06-19,184,52,204,76,26,24,184,34,145,444,112,373
2016-06-20,290,37,212,30,7,26,196,19,181,516,63,419
2016-06-21,189,43,108,46,8,24,221,64,108,456,115,240
2016-06-22,735,576,975,91,30,39,192,53,98,1018,659,1112
2016-06-23,394,57,170,277,20,116,251,32,203,922,109,489
2016-06-24,982,145,681,569,83,231,285,70,170,1836,298,1082
2016-06-25,1503,112,649,286,50,125,1503,87,792,3292,249,1566
2016-06-26,837,98,302,247,43,134,149,27,75,1233,168,511
2016-06-27,189,35,140,50,20,36,193,33,62,432,88,238
2016-06-28,306,56,255,189,35,54,172,35,85,667,126,394
2016-06-29,332,67,252,172,30,77,381,52,201,885,149,530
2016-06-30,319,90,162,117,57,48,180,98,116,616,245,326
2016-07-01,554,45,222,82,28,32,245,42,143,881,115,397
2016-07-02,217,53,70,49,20,10,126,32,87,392,105,167
2016-07-03,216,43,119,52,31,20,197,67,171,465,141,310
2016-07-04,297,63,98,29,12,23,109,33,88,435,108,209
2016-07-05,271,71,271,108,26,38,253,59,93,632,156,402
2016-07-06,261,47,139,120,24,88,137,46,75,518,117,302
2016-07-07,1565,109,705,136,32,55,269,85,217,1970,226,977
2016-07-08,753,82,449,65,14,23,231,47,158,1049,143,630
2016-07-09,224,80,138,69,24,7,233,52,64,526,156,209
2016-07-10,143,38,46,82,25,31,347,33,149,572,96,226
2016-07-11,379,68,192,121,39,64,319,52,218,819,159,474
2016-07-12,213,35,145,64,25,14,204,54,388,481,114,547
2016-07-13,1098,40,585,111,25,17,173,29,141,1382,94,743
2016-07-14,197,44,113,141,37,104,149,33,123,487,114,340
2016-07-15,135,71,52,48,17,19,257,75,124,440,163,195
2016-07-16,167,23,122,66,8,15,149,34,72,382,65,209
2016-07-17,210,55,64,49,12,33,206,54,121,465,121,218
2016-07-18,150,36,102,25,9,7,214,42,180,389,87,289
2016-07-19,234,64,90,109,40,31,229,69,144,572,173,265
2016-07-20,228,63,46,27,18,13,189,68,127,444,149,186
2016-07-21,102,25,84,31,9,11,124,45,82,257,79,177
2016-07-22,80,19,55,19,10,14,350,19,370,449,48,439
2016-07-23,193,28,176,39,7,52,112,5,85,344,40,313
2016-07-24,73,25,36,41,8,25,111,22,102,225,55,163
2016-07-25,242,37,237,24,12,6,73,20,79,339,69,322
2016-07-26,283,28,191,38,6,14,87,38,58,408,72,263
2016-07-27,189,50,39,81,39,48,160,75,99,430,164,186
2016-07-28,289,90,127,155,23,98,158,61,77,602,174,302
2016-07-29,140,28,72,47,13,30,103,30,50,290,71,152
2016-07-30,237,73,42,55,9,12,159,69,46,451,151,100
2016-07-31,302,75,300,351,21,245,209,79,61,862,175,606
2016-08-01,157,52,62,27,16,10,272,69,186,456,137,258
2016-08-02,448,57,174,32,10,13,477,42,302,957,109,489
2016-08-03,390,71,167,49,10,17,146,36,103,585,117,287
2016-08-04,251,60,96,47,27,13,197,60,96,495,147,205
2016-08-05,529,101,343,2695,60,1984,263,62,74,3487,223,2401
2016-08-06,852,146,522,1556,149,676,206,68,133,2614,363,1331
2016-08-07,521,80,188,128,13,120,147,21,23,796,114,331
2016-08-08,411,65,132,132,53,22,130,26,65,673,144,219
2016-08-09,52,13,36,33,2,8,110,17,29,195,32,73
2016-08-10,253,40,335,22,4,19,104,21,47,379,65,401
2016-08-11,236,42,88,226,17,197,100,40,91,562,99,376
2016-08-12,311,48,168,249,12,331,146,40,56,706,100,555
2016-08-13,146,35,44,59,20,7,169,51,56,374,106,107
2016-08-14,168,40,85,15,5,3,84,22,91,267,67,179
2016-08-15,120,34,33,83,36,18,101,26,20,304,96,71
2016-08-16,162,66,69,86,40,10,200,75,137,448,181,216
2016-08-17,224,93,90,33,34,9,217,89,125,474,216,224
2016-08-18,189,73,95,44,25,6,167,80,65,400,178,166
2016-08-19,366,105,80,65,41,46,225,60,90,656,206,216
2016-08-20,216,37,71,42,16,17,135,31,33,393,84,121
2016-08-21,357,106,167,34,6,6,57,10,38,448,122,211
2016-08-22,275,79,142,94,15,118,122,25,67,491,119,327
2016-08-23,757,97,894,189,55,206,373,99,115,1319,251,1215
2016-08-24,157,61,78,53,23,21,131,58,91,341,142,190
2016-08-25,67,15,51,34,9,4,130,42,106,231,66,161
2016-08-26,172,77,74,34,26,10,161,58,57,367,161,141
2016-08-27,262,49,55,83,12,8,240,48,30,585,109,93
2016-08-28,102,16,60,25,4,21,17,2,21,144,22,102
2016-08-29,129,26,68,47,8,59,68,13,30,244,47,157
2016-08-30,53,23,28,15,12,6,84,12,32,152,47,66
2016-08-31,309,48,171,38,10,26,95,37,47,442,95,244
2016-09-01,75,19,31,22,6,14,187,26,74,284,51,119
2016-09-02,179,55,209,12,2,5,180,40,81,371,97,295
2016-09-03,106,16,34,24,4,8,70,3,45,200,23,87
2016-09-04,105,31,81,87,8,112,65,17,100,257,56,293
2016-09-05,98,51,39,31,18,13,161,40,133,290,109,185
2016-09-06,93,20,41,52,3,6,118,10,65,263,33,112
2016-09-07,98,20,53,10,8,5,127,25,41,235,53,99
2016-09-08,208,47,101,13,6,8,82,15,32,303,68,141
2016-09-09,186,29,57,5,5,1,41,8,23,232,42,81
2016-09-10,431,46,239,9,7,1,88,33,51,528,86,291
2016-09-11,46,15,16,18,3,2,38,10,21,102,28,39
2016-09-12,200,48,92,21,9,11,152,20,103,373,77,206
2016-09-13,103,31,96,47,19,25,93,32,26,243,82,147
2016-09-14,309,54,204,148,18,76,134,27,40,591,99,320
2016-09-15,59,15,53,41,5,27,162,20,97,262,40,177
2016-09-16,124,24,59,97,10,31,138,16,84,359,50,174
2016-09-17,136,29,40,96,10,26,99,20,23,331,59,89
2016-09-18,263,51,136,32,9,18,116,28,57,411,88,211
2016-09-19,126,44,30,39,12,11,107,45,59,272,101,100
2016-09-20,172,31,80,46,24,16,185,19,81,403,74,177
2016-09-21,133,20,80,65,13,22,111,30,79,309,63,181
2016-09-22,855,46,506,32,20,13,135,18,100,1022,84,619
2016-09-23,101,23,60,97,18,40,87,13,69,285,54,169
2016-09-24,151,28,97,36,25,11,112,29,78,299,82,186
2016-09-25,202,20,85,50,11,20,108,18,40,360,49,145
2016-09-26,207,44,59,42,16,42,209,42,169,458,102,270
2016-09-27,146,22,79,123,113,148,205,25,85,474,160,312
2016-09-28,177,46,72,54,19,41,88,18,48,319,83,161
2016-09-29,132,35,67,32,6,16,1471,171,655,1635,212,738
2016-09-30,104,48,97,13,5,10,236,27,181,353,80,288
