Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Total_Positive,Total_Negative,Total_Neutral
2020-07-26,3712,479,963,2616,179,1378,1410,530,325,5154,4173,2265
2020-07-27,1658,264,267,1616,119,299,4358,100,675,2189,2034,5133
2020-07-28,2867,244,603,1841,151,708,1021,95,304,3714,2700,1420
2020-07-29,3065,445,877,1885,229,353,501,125,69,4387,2467,695
2020-07-30,3256,722,610,865,231,80,1192,189,233,4588,1176,1614
2020-07-31,3341,352,539,669,143,207,1375,115,474,4232,1019,1964
2020-08-01,4340,228,783,6271,202,1115,880,92,216,5351,7588,1188
2020-08-02,2574,251,498,1263,148,362,974,78,212,3323,1773,1264
2020-08-03,6705,424,1815,1699,239,654,3122,108,2066,8944,2592,5296
2020-08-04,3895,389,1046,2143,215,433,1248,87,258,5330,2791,1593
2020-08-05,1917,356,445,876,229,103,2040,117,233,2718,1208,2390
2020-08-06,3778,468,877,2276,255,691,1462,135,238,5123,3222,1835
2020-08-07,4287,389,639,5127,317,1002,247,93,47,5315,6446,387
2020-08-08,2061,322,152,1174,125,137,1943,328,777,2535,1436,3048
2020-08-09,3124,363,466,645,231,138,592,72,115,3953,1014,779
2020-08-10,3735,301,912,2079,414,663,1773,83,372,4948,3156,2228
2020-08-11,2079,309,461,1142,164,160,1275,107,301,2849,1466,1683
2020-08-12,1596,232,303,2466,221,509,570,64,128,2131,3196,762
2020-08-13,20604,737,2916,1616,242,312,1304,177,267,24257,2170,1748
2020-08-14,5693,507,736,1365,137,195,472,61,48,6936,1697,581
2020-08-15,2772,307,569,801,102,127,1773,105,349,3648,1030,2227
2020-08-16,6341,279,1063,2910,163,485,1202,64,89,7683,3558,1355
2020-08-17,1622,289,456,1160,98,102,1189,118,350,2367,1360,1657
2020-08-18,1764,258,681,2435,120,774,890,82,675,2703,3329,1647
2020-08-19,2882,299,520,719,130,139,883,98,285,3701,988,1266
2020-08-20,2773,236,617,792,129,204,438,46,133,3626,1125,617
2020-08-21,3691,232,793,853,110,170,1383,87,248,4716,1133,1718
2020-08-22,2187,211,297,1424,113,242,596,42,228,2695,1779,866
2020-08-23,3907,431,530,4394,189,277,505,62,78,4868,4860,645
2020-08-24,1155,206,250,1855,341,568,494,61,79,1611,2764,634
2020-08-25,2283,234,359,2160,315,570,5548,2948,1254,2876,3045,9750
2020-08-26,2531,260,560,1492,152,108,740,84,152,3351,1752,976
2020-08-27,4384,356,871,1019,115,203,2884,168,555,5611,1337,3607
2020-08-28,4338,369,1057,1656,163,288,3791,778,2555,5764,2107,7124
2020-08-29,5851,416,1356,1624,169,333,462,90,97,7623,2126,649
2020-08-30,1552,206,276,1374,272,321,306,69,105,2034,1967,480
2020-08-31,2615,222,777,970,142,237,307,59,43,3614,1349,409
2020-09-01,2232,187,478,588,114,107,423,87,130,2897,809,640
2020-09-02,1640,205,428,483,91,90,727,74,241,2273,664,1042
2020-09-03,15017,1823,2556,6703,395,1083,1801,287,384,19396,8181,2472
2020-09-04,17938,1276,3460,2735,469,588,3223,195,561,22674,3792,3979
2020-09-05,4556,295,635,1237,717,334,3094,204,737,5486,2288,4035
2020-09-06,2803,477,563,975,194,331,880,144,327,3843,1500,1351
2020-09-07,12803,849,2869,1387,244,234,615,59,124,16521,1865,798
2020-09-08,4193,729,834,7919,187,362,608,79,104,5756,8468,791
2020-09-09,2197,375,589,936,111,252,299,35,84,3161,1299,418
2020-09-10,4209,410,1194,1320,194,508,396,55,143,5813,2022,594
2020-09-11,2411,266,692,565,59,93,736,57,180,3369,717,973
2020-09-12,5814,774,698,776,123,169,285,36,102,7286,1068,423
2020-09-13,1335,202,263,751,126,137,250,59,33,1800,1014,342
2020-09-14,6609,508,1988,8302,682,512,830,90,253,9105,9496,1173
2020-09-15,4168,406,1132,1671,306,655,2473,181,805,5706,2632,3459
2020-09-16,5415,423,1642,2699,147,464,5805,243,1926,7480,3310,7974
2020-09-17,6784,361,2483,1880,169,402,2297,213,544,9628,2451,3054
