Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Total_Positive,Total_Negative,Total_Neutral
2015-11-27,546,159,823,296,74,473,1611,477,2351,1528,843,4439
2015-11-28,1390,219,785,144,79,200,827,276,1733,2394,423,2836
2015-11-29,355,152,464,520,99,902,1182,348,1940,971,1521,3470
2015-11-30,1203,321,1761,330,103,596,1483,461,2509,3285,1029,4453
2015-12-01,541,181,846,1648,321,2116,1395,475,2150,1568,4085,4020
2015-12-02,3636,639,4147,2268,329,2518,5056,1262,7026,8422,5115,13344
2015-12-03,1071,291,1246,2765,576,2305,1993,492,3680,2608,5646,6165
2015-12-04,1281,295,2640,344,128,432,773,269,1537,4216,904,2579
2015-12-05,633,116,933,354,71,411,645,177,1120,1682,836,1942
2015-12-06,586,173,716,211,107,373,520,193,1047,1475,691,1760
2015-12-07,556,198,821,253,87,508,993,220,1440,1575,848,2653
2015-12-08,532,184,629,692,204,900,1705,375,2085,1345,1796,4165
2015-12-09,588,166,654,318,122,474,1383,278,2058,1408,914,3719
2015-12-10,2592,387,2833,526,127,758,1930,527,2759,5812,1411,5216
2015-12-11,618,188,1054,184,96,271,574,204,1425,1860,551,2203
2015-12-12,693,250,1428,164,58,276,544,263,1678,2371,498,2485
2015-12-13,643,200,3246,177,96,229,1249,302,1914,4089,502,3465
2015-12-14,822,243,1690,331,78,437,860,254,1945,2755,846,3059
2015-12-15,443,149,823,193,76,762,1174,328,2894,1415,1031,4396
2015-12-16,801,159,1914,284,95,400,1365,345,7941,2874,779,9651
2015-12-17,867,211,6427,285,95,630,1143,340,13315,7505,1010,14798
2015-12-18,503,127,4237,332,85,672,880,180,6216,4867,1089,7276
2015-12-19,266,103,4125,290,102,1683,413,144,1892,4494,2075,2449
2015-12-20,359,107,4074,256,102,562,573,168,1503,4540,920,2244
2015-12-21,398,108,834,280,117,527,770,223,3638,1340,924,4631
2015-12-22,357,98,784,120,54,227,717,198,15403,1239,401,16318
2015-12-23,378,130,766,293,116,708,648,272,4659,1274,1117,5579
2015-12-24,152,51,194,140,43,220,741,231,2263,397,403,3235
2015-12-25,207,34,445,72,25,176,248,79,783,686,273,1110
2015-12-26,134,48,481,314,95,479,544,135,3019,663,888,3698
2015-12-27,317,99,1227,227,70,326,673,224,1913,1643,623,2810
2015-12-28,853,196,935,195,75,335,653,169,2345,1984,605,3167
2015-12-29,259,96,395,211,70,472,694,167,2339,750,753,3200
2015-12-30,516,177,606,437,100,923,1388,366,2470,1299,1460,4224
2015-12-31,432,126,526,252,136,694,1278,378,2471,1084,1082,4127
2016-01-01,297,109,317,335,138,468,530,362,836,723,941,1728
2016-01-02,311,104,539,299,99,485,978,273,2298,954,883,3549
2016-01-03,545,125,1093,254,88,556,1027,351,2408,1763,898,3786
2016-01-04,404,134,1341,389,143,1220,1062,301,3247,1879,1752,4610
2016-01-05,752,219,1107,456,144,649,1709,513,2348,2078,1249,4570
2016-01-06,668,190,932,810,225,1371,1350,369,2428,1790,2406,4147
2016-01-07,551,170,833,654,201,1233,1379,472,2713,1554,2088,4564
2016-01-08,496,157,681,331,113,384,1507,321,2618,1334,828,4446
2016-01-09,365,171,711,156,71,186,935,220,2689,1247,413,3844
2016-01-10,415,168,975,291,159,465,683,239,1233,1558,915,2155
2016-01-11,570,108,1141,298,86,650,915,188,1538,1819,1034,2641
2016-01-12,1034,360,2448,314,118,526,1332,270,3468,3842,958,5070
2016-01-13,776,143,1697,261,84,367,715,222,1148,2616,712,2085
2016-01-14,565,150,622,279,128,510,917,290,1319,1337,917,2526
2016-01-15,457,165,624,174,47,316,534,235,1620,1246,537,2389
2016-01-16,507,142,1212,223,71,302,738,141,1469,1861,596,2348
2016-01-17,289,137,347,325,150,778,857,263,2154,773,1253,3274
2016-01-18,1767,492,1486,1456,466,1217,2604,932,4214,3745,3139,7750
2016-01-19,951,253,1090,690,117,709,1353,277,3134,2294,1516,4764
2016-01-20,703,201,989,422,97,588,1162,404,2804,1893,1107,4370
2016-01-21,790,226,1101,469,183,771,1521,309,2124,2117,1423,3954
2016-01-22,565,161,859,599,109,1368,1227,322,2816,1585,2076,4365
2016-01-23,330,89,397,176,85,255,879,160,1850,816,516,2889
2016-01-24,554,167,1339,1254,236,2622,1486,778,2712,2060,4112,4976
2016-01-25,754,246,1357,495,144,933,1050,506,1827,2357,1572,3383
2016-01-26,721,216,1711,495,212,1114,1355,794,2407,2648,1821,4556
2016-01-27,653,150,920,400,139,660,1694,324,2758,1723,1199,4776
2016-01-28,1119,223,1693,390,133,649,1487,492,2337,3035,1172,4316
2016-01-29,584,146,871,717,252,1273,967,234,1540,1601,2242,2741
2016-01-30,290,104,394,552,202,640,424,148,580,788,1394,1152
2016-01-31,370,148,672,269,89,455,713,263,1332,1190,813,2308
2016-02-01,373,141,527,431,132,875,1091,327,1832,1041,1438,3250
2016-02-02,1014,242,1367,352,124,389,1513,411,2480,2623,865,4404
2016-02-03,707,260,950,588,125,826,1586,556,2931,1917,1539,5073
2016-02-04,805,177,1178,291,109,500,1199,385,1948,2160,900,3532
2016-02-05,559,232,738,531,134,702,1150,300,1797,1529,1367,3247
2016-02-06,389,112,507,458,113,1387,673,199,1735,1008,1958,2607
2016-02-07,386,135,908,181,83,334,477,146,995,1429,598,1618
2016-02-08,447,180,629,550,277,779,1103,507,1700,1256,1606,3310
2016-02-09,673,253,1035,555,119,835,768,221,1491,1961,1509,2480
2016-02-10,593,184,1160,280,125,524,1272,340,2612,1937,929,4224
2016-02-11,615,273,1492,272,99,390,1064,270,2847,2380,761,4181
2016-02-12,1383,182,1683,453,102,674,1084,306,2041,3248,1229,3431
2016-02-13,614,211,820,309,84,666,875,304,2205,1645,1059,3384
2016-02-14,789,292,949,611,209,919,1153,369,1980,2030,1739,3502
2016-02-15,860,323,1168,399,199,673,1178,400,1886,2351,1271,3464
2016-02-16,531,169,979,340,98,455,1098,381,1741,1679,893,3220
2016-02-17,647,249,787,452,178,740,1613,487,2975,1683,1370,5075
2016-02-18,597,295,851,517,259,789,1545,379,2442,1743,1565,4366
2016-02-19,1140,318,1344,513,182,663,1788,536,3063,2802,1358,5387
2016-02-20,1247,428,1478,616,193,594,2336,667,3204,3153,1403,6207
2016-02-21,1708,756,2188,1285,763,1524,1977,681,2388,4652,3572,5046
2016-02-22,1396,594,1855,649,272,1052,2653,790,3385,3845,1973,6828
2016-02-23,1783,839,2320,634,194,876,2035,658,2859,4942,1704,5552
2016-02-24,1233,370,1817,566,187,854,1881,633,2745,3420,1607,5259
2016-02-25,1218,335,1682,642,197,951,1490,446,2141,3235,1790,4077
2016-02-26,1910,315,1631,989,237,1378,1468,495,2114,3856,2604,4077
2016-02-27,827,324,1017,611,190,958,1070,311,1695,2168,1759,3076
2016-02-28,603,231,767,846,349,1127,1009,380,1494,1601,2322,2883
2016-02-29,693,254,1514,605,219,713,1900,518,2796,2461,1537,5214
2016-03-01,876,231,1097,517,198,669,1317,392,2095,2204,1384,3804
2016-03-02,990,553,2409,527,150,722,1828,555,3526,3952,1399,5909
2016-03-03,1729,336,1302,1380,749,1519,3419,2845,5361,3367,3648,11625
2016-03-04,844,180,1064,281,122,350,1197,358,1641,2088,753,3196
2016-03-05,520,177,710,199,76,311,596,194,993,1407,586,1783
2016-03-06,754,291,1091,169,117,238,1216,328,1843,2136,524,3387
2016-03-07,752,188,805,296,147,477,1183,304,1714,1745,920,3201
2016-03-08,854,208,1188,343,103,494,1638,453,2827,2250,940,4918
2016-03-09,923,417,1161,586,187,732,1530,372,2019,2501,1505,3921
2016-03-10,795,244,1015,468,169,655,2026,401,3681,2054,1292,6108
2016-03-11,1086,241,1471,588,132,863,1408,344,2161,2798,1583,3913
2016-03-12,891,339,1217,549,167,784,813,312,1304,2447,1500,2429
2016-03-13,633,169,817,683,214,829,1247,385,2154,1619,1726,3786
2016-03-14,892,306,1122,393,159,563,1496,461,2281,2320,1115,4238
2016-03-15,865,225,1178,418,113,615,2220,419,2133,2268,1146,4772
2016-03-16,1340,285,1496,946,240,1169,1673,373,2718,3121,2355,4764
2016-03-17,889,231,1031,426,162,678,1141,306,1535,2151,1266,2982
2016-03-18,2693,297,2543,685,164,1051,1754,333,2474,5533,1900,4561
2016-03-19,1345,283,1676,695,148,813,883,271,1251,3304,1656,2405
2016-03-20,748,186,861,731,144,777,991,307,1489,1795,1652,2787
2016-03-21,852,283,1177,703,146,1211,1975,572,3060,2312,2060,5607
2016-03-22,1058,225,1240,534,193,643,1347,423,2318,2523,1370,4088
2016-03-23,1477,289,1807,732,249,1089,1694,462,2868,3573,2070,5024
2016-03-24,789,282,1297,945,220,1825,1595,396,2591,2368,2990,4582
2016-03-25,577,181,787,316,112,460,711,185,1099,1545,888,1995
2016-03-26,544,148,578,822,258,1650,759,208,1015,1270,2730,1982
2016-03-27,309,88,479,537,215,906,896,429,1303,876,1658,2628
2016-03-28,527,171,652,312,161,436,745,268,1187,1350,909,2200
2016-03-29,675,185,858,962,296,1525,2053,458,2987,1718,2783,5498
2016-03-30,1879,484,2880,666,179,999,2907,815,4854,5243,1844,8576
2016-03-31,1971,472,2759,1267,317,2254,2586,841,4808,5202,3838,8235
2016-04-01,866,277,1265,441,133,652,1792,460,2644,2408,1226,4896
2016-04-02,622,178,960,480,141,799,1224,291,1695,1760,1420,3210
2016-04-03,647,207,980,608,175,1185,2446,489,4321,1834,1968,7256
2016-04-04,1137,268,1642,687,181,1148,2678,648,4705,3047,2016,8031
2016-04-05,1175,295,1692,458,180,986,1285,311,2393,3162,1624,3989
2016-04-06,1290,712,1398,562,208,688,1765,545,2619,3400,1458,4929
2016-04-07,826,284,1076,616,169,773,1753,408,2923,2186,1558,5084
2016-04-08,844,241,1012,1121,144,1097,1515,348,2088,2097,2362,3951
2016-04-09,863,246,1296,461,104,594,1122,305,1697,2405,1159,3124
2016-04-10,599,246,667,257,96,367,1270,299,2972,1512,720,4541
2016-04-11,1032,307,1290,477,141,636,3892,679,5667,2629,1254,10238
2016-04-12,2096,502,2377,601,173,883,2335,528,3436,4975,1657,6299
2016-04-13,993,282,1351,694,203,983,2169,470,3246,2626,1880,5885
2016-04-14,1525,426,1560,636,161,1237,2004,741,2880,3511,2034,5625
2016-04-15,847,266,1347,481,147,726,1289,451,1939,2460,1354,3679
2016-04-16,1079,304,2284,313,138,515,1621,610,2181,3667,966,4412
2016-04-17,1014,533,1600,843,324,1342,1425,839,2118,3147,2509,4382
2016-04-18,1695,462,1966,706,285,1058,2709,874,3616,4123,2049,7199
2016-04-19,1420,602,1884,673,228,795,1418,442,2122,3906,1696,3982
2016-04-20,1360,463,1810,635,267,1008,2176,667,3902,3633,1910,6745
2016-04-21,1589,268,2007,1688,380,2693,3721,823,5022,3864,4761,9566
2016-04-22,2096,612,2417,1764,387,2242,4210,1453,4986,5125,4393,10649
2016-04-23,1111,347,1452,555,169,655,1191,441,1872,2910,1379,3504
2016-04-24,818,293,1019,451,133,546,2338,715,3003,2130,1130,6056
2016-04-25,2309,518,2885,1677,259,3417,2813,713,3744,5712,5353,7270
2016-04-26,1733,308,2096,1333,267,1754,2015,431,3243,4137,3354,5689
2016-04-27,1010,315,1573,1221,266,1387,2530,560,3969,2898,2874,7059
2016-04-28,2424,500,2578,1090,236,1371,2154,508,3397,5502,2697,6059
2016-04-29,1165,276,1433,1967,368,1761,2409,615,3739,2874,4096,6763
2016-04-30,667,231,979,542,152,784,1572,423,2410,1877,1478,4405
2016-05-01,670,167,1053,1308,264,2209,1055,315,3431,1890,3781,4801
2016-05-02,424,128,517,460,126,1213,981,266,1944,1069,1799,3191
2016-05-03,566,140,870,669,149,1114,1098,289,1912,1576,1932,3299
2016-05-04,1006,243,1136,1033,190,1941,2222,391,3975,2385,3164,6588
2016-05-05,1560,290,1467,865,153,1041,2294,429,2628,3317,2059,5351
2016-05-06,2809,647,2632,2445,404,1994,4062,786,5297,6088,4843,10145
2016-05-07,1411,272,1174,376,105,514,1976,345,2695,2857,995,5016
2016-05-08,841,234,1126,485,257,701,1623,356,2737,2201,1443,4716
2016-05-09,1093,244,1636,410,224,643,1494,309,1850,2973,1277,3653
2016-05-10,998,341,1393,1356,315,1555,3520,582,4057,2732,3226,8159
2016-05-11,1206,268,1849,934,253,1798,2204,579,7037,3323,2985,9820
2016-05-12,1301,429,1641,856,208,1068,2527,708,4025,3371,2132,7260
2016-05-13,1661,473,2095,1043,266,814,2263,626,3403,4229,2123,6292
2016-05-14,1000,315,1138,596,221,1451,1945,510,2703,2453,2268,5158
2016-05-15,648,319,895,578,207,930,1443,535,2177,1862,1715,4155
2016-05-16,1385,345,1871,630,225,1820,5095,803,4383,3601,2675,10281
2016-05-17,1588,467,1854,495,163,1297,2360,516,3721,3909,1955,6597
2016-05-18,1864,363,2270,1183,223,2234,4844,673,4777,4497,3640,10294
2016-05-19,1238,389,1558,777,185,1041,2917,562,3507,3185,2003,6986
2016-05-20,954,300,1114,588,198,1706,1779,565,2332,2368,2492,4676
2016-05-21,875,201,1161,472,185,1109,1300,364,2456,2237,1766,4120
2016-05-22,2124,435,2861,818,294,1429,2000,639,3573,5420,2541,6212
2016-05-23,2484,410,2260,795,279,1286,2799,778,3254,5154,2360,6831
2016-05-24,1179,270,1831,948,183,2635,2496,690,4281,3280,3766,7467
2016-05-25,1528,336,1494,805,228,1206,2324,629,3354,3358,2239,6307
2016-05-26,1637,549,2013,594,176,1126,4495,1355,5580,4199,1896,11430
2016-05-27,901,306,1166,618,218,1143,1781,627,2438,2373,1979,4846
2016-05-28,786,288,962,1002,346,1496,1538,431,2744,2036,2844,4713
2016-05-29,773,250,1540,1007,275,1608,1340,459,4330,2563,2890,6129
2016-05-30,1396,370,1897,900,208,1093,2248,465,3161,3663,2201,5874
2016-05-31,1217,370,1667,751,200,1175,19416,961,19678,3254,2126,40055
2016-06-01,487,152,457,456,171,1001,1128,267,2512,1096,1628,3907
2016-06-02,611,175,654,371,165,424,1334,315,1662,1440,960,3311
2016-06-03,288,105,425,426,156,661,698,253,1705,818,1243,2656
2016-06-04,327,114,374,187,87,400,537,204,878,815,674,1619
2016-06-05,931,185,945,265,105,573,1248,240,1689,2061,943,3177
2016-06-06,1453,253,1895,555,144,683,1090,295,2170,3601,1382,3555
2016-06-07,1147,315,1145,576,173,728,1026,390,1490,2607,1477,2906
2016-06-08,529,176,473,396,113,394,2536,649,5945,1178,903,9130
2016-06-09,2246,454,1848,582,172,612,2759,441,2771,4548,1366,5971
2016-06-10,1008,297,1210,545,185,646,1578,373,2434,2515,1376,4385
2016-06-11,560,179,594,364,135,564,610,260,1006,1333,1063,1876
2016-06-12,802,298,680,1019,300,1422,1244,374,1807,1780,2741,3425
2016-06-13,1590,285,1442,544,185,748,1528,275,1820,3317,1477,3623
2016-06-14,1423,423,1966,1556,300,2014,1971,583,2293,3812,3870,4847
2016-06-15,1390,376,1288,950,225,848,2087,507,2058,3054,2023,4652
2016-06-16,2614,329,2169,1858,274,1773,5429,804,4357,5112,3905,10590
2016-06-17,1515,379,1521,724,193,796,1499,326,1560,3415,1713,3385
2016-06-18,750,374,774,835,270,823,1167,456,1524,1898,1928,3147
2016-06-19,654,307,743,605,190,613,1019,328,1341,1704,1408,2688
2016-06-20,972,277,936,455,134,404,1436,366,2193,2185,993,3995
2016-06-21,1478,426,1277,954,306,1010,3445,842,3324,3181,2270,7611
2016-06-22,1242,403,946,957,252,727,1913,586,3042,2591,1936,5541
2016-06-23,2904,519,2966,1395,271,836,3243,575,2032,6389,2502,5850
2016-06-24,33557,4806,26318,20388,2362,16424,33666,5046,48337,64681,39174,87049
2016-06-25,5564,1451,4953,3003,741,2591,7343,2095,7709,11968,6335,17147
2016-06-26,20086,4978,17378,5194,1190,3834,13566,2513,13531,42442,10218,29610
2016-06-27,7975,1622,6016,6801,915,8360,17503,1845,17056,15613,16076,36404
2016-06-28,7379,1659,7130,4779,1131,4996,16902,2824,17555,16168,10906,37281
2016-06-29,10585,2150,11034,5925,1230,6444,16363,3589,17796,23769,13599,37748
2016-06-30,15189,2472,12023,7590,1286,6471,21888,3957,22925,29684,15347,48770
2016-07-01,3324,722,3231,1621,323,1077,3738,626,3560,7277,3021,7924
2016-07-02,2126,425,1609,1803,345,2054,2643,469,3001,4160,4202,6113
2016-07-03,1474,502,1455,942,206,917,2134,748,2379,3431,2065,5261
2016-07-04,4374,788,3564,2489,425,2700,3795,941,3801,8726,5614,8537
2016-07-05,2221,517,2097,3280,470,2576,5873,870,7029,4835,6326,13772
2016-07-06,5924,943,7477,2549,411,3232,6917,578,4866,14344,6192,12361
2016-07-07,3551,807,2788,955,222,984,6128,1266,6450,7146,2161,13844
2016-07-08,1210,267,1232,801,184,634,1925,473,2336,2709,1619,4734
2016-07-09,1497,327,1450,563,164,451,2080,511,2442,3274,1178,5033
2016-07-10,1675,336,1458,499,177,656,1856,390,1939,3469,1332,4185
2016-07-11,8470,1644,8464,4212,596,3443,8577,1413,9214,18578,8251,19204
2016-07-12,4597,840,4361,2969,557,3271,8534,1181,8125,9798,6797,17840
2016-07-13,13530,1635,12951,5209,818,6588,11245,1507,8724,28116,12615,21476
2016-07-14,9039,839,8282,2452,388,2724,2480,538,2623,18160,5564,5641
2016-07-15,5040,556,3510,1023,214,1037,1969,421,2316,9106,2274,4706
2016-07-16,1709,287,1586,2892,851,2447,2209,361,1941,3582,6190,4511
2016-07-17,1354,310,1764,834,180,844,2541,840,2998,3428,1858,6379
2016-07-18,2949,599,3830,811,190,853,2529,570,2966,7378,1854,6065
2016-07-19,1737,349,1735,665,165,459,1945,575,2646,3821,1289,5166
2016-07-20,2653,498,2467,531,240,522,3267,562,3232,5618,1293,7061
2016-07-21,4928,775,3912,1165,280,1272,4214,834,5092,9615,2717,10140
2016-07-22,3060,645,3369,2264,826,3437,4228,865,5890,7074,6527,10983
2016-07-23,1292,330,1514,1352,298,1693,1721,465,2312,3136,3343,4498
2016-07-24,4689,849,4380,1609,352,1855,3399,1071,4694,9918,3816,9164
2016-07-25,2318,538,2452,1633,312,1684,3459,909,5060,5308,3629,9428
2016-07-26,2905,566,2774,2666,415,1813,3630,817,4139,6245,4894,8586
2016-07-27,5389,996,5168,1720,329,1703,5794,1179,10052,11553,3752,17025
2016-07-28,5274,674,3630,1296,268,1368,3091,730,3918,9578,2932,7739
2016-07-29,2040,533,1993,1090,274,1189,4085,961,4263,4566,2553,9309
2016-07-30,1278,375,991,443,137,486,3149,583,3911,2644,1066,7643
2016-07-31,1526,361,1388,384,113,467,1371,358,1535,3275,964,3264
2016-08-01,646,120,602,397,84,606,2374,468,2952,1368,1087,5794
2016-08-02,1493,214,2573,722,113,415,1449,321,1914,4280,1250,3684
2016-08-03,601,190,995,252,64,230,1114,278,1659,1786,546,3051
2016-08-04,909,188,763,410,117,485,1305,195,1679,1860,1012,3179
2016-08-05,484,103,497,1268,185,1066,985,207,1348,1084,2519,2540
2016-08-06,255,87,208,305,99,418,895,388,1647,550,822,2930
2016-08-07,934,171,944,177,44,194,1100,212,1154,2049,415,2466
2016-08-08,881,228,819,950,123,581,1569,221,1730,1928,1654,3520
2016-08-09,1085,314,1575,1019,146,1073,1982,399,2762,2974,2238,5143
2016-08-10,2645,431,2486,724,213,911,1739,400,2452,5562,1848,4591
2016-08-11,1165,321,1163,463,116,448,1674,354,2092,2649,1027,4120
2016-08-12,3044,324,2864,981,268,1034,2099,450,2809,6232,2283,5358
2016-08-13,1751,346,1667,490,170,532,4413,520,3340,3764,1192,8273
2016-08-14,1014,266,1109,491,167,441,1532,397,1723,2389,1099,3652
2016-08-15,1444,362,1471,434,89,483,4241,602,4099,3277,1006,8942
2016-08-16,1006,322,1356,658,129,861,1642,400,2177,2684,1648,4219
2016-08-17,1656,455,2042,813,201,866,2324,654,3088,4153,1880,6066
2016-08-18,1653,350,1484,1561,291,1314,2941,560,3198,3487,3166,6699
2016-08-19,1719,461,2369,573,187,541,1643,425,2124,4549,1301,4192
2016-08-20,793,198,660,359,126,475,960,307,1150,1651,960,2417
2016-08-21,1996,367,2082,665,143,813,1323,368,1377,4445,1621,3068
2016-08-22,1836,343,3005,832,326,1398,1965,377,2561,5184,2556,4903
2016-08-23,1464,320,1555,871,199,905,2410,429,3047,3339,1975,5886
2016-08-24,1897,412,1713,364,126,607,2213,550,2795,4022,1097,5558
2016-08-25,1734,417,1343,1405,353,1616,4126,848,4027,3494,3374,9001
2016-08-26,897,242,806,775,172,965,1599,349,2590,1945,1912,4538
2016-08-27,2014,491,1978,1309,306,1736,1513,428,1660,4483,3351,3601
2016-08-28,1218,265,1264,628,215,676,1178,399,1363,2747,1519,2940
2016-08-29,2899,780,3569,1253,415,1992,1997,583,2562,7248,3660,5142
2016-08-30,1696,393,1579,740,258,887,1946,420,2134,3668,1885,4500
2016-08-31,2073,490,2237,1641,348,1649,2397,659,3062,4800,3638,6118
2016-09-01,1352,347,1035,226,113,243,1300,240,1654,2734,582,3194
2016-09-02,634,158,665,262,112,203,7536,725,3236,1457,577,11497
2016-09-03,635,134,663,420,113,471,1287,254,1444,1432,1004,2985
2016-09-04,2933,361,1585,562,119,487,1308,265,1451,4879,1168,3024
2016-09-05,1465,262,1303,1355,199,1698,3198,532,3896,3030,3252,7626
2016-09-06,955,280,1051,398,119,512,2237,373,2366,2286,1029,4976
2016-09-07,2254,443,2144,1036,259,1353,1920,472,2441,4841,2648,4833
2016-09-08,1171,291,1050,633,116,838,1277,286,1738,2512,1587,3301
2016-09-09,611,132,674,365,114,611,1051,197,1443,1417,1090,2691
2016-09-10,466,113,500,401,111,641,676,116,1568,1079,1153,2360
2016-09-11,311,149,377,213,97,380,824,213,1640,837,690,2677
2016-09-12,3848,424,2696,415,104,440,2747,639,2716,6968,959,6102
2016-09-13,1995,337,2972,881,234,1063,2131,501,2740,5304,2178,5372
2016-09-14,2354,505,2341,1461,426,1635,2842,616,3523,5200,3522,6981
2016-09-15,1519,392,1842,2013,339,1801,3601,668,4523,3753,4153,8792
2016-09-16,3756,486,3172,1125,413,1039,2479,644,3003,7414,2577,6126
2016-09-17,1335,401,1370,628,184,472,1534,465,1724,3106,1284,3723
2016-09-18,1257,329,1407,1191,348,1010,1948,452,2420,2993,2549,4820
2016-09-19,1424,326,1460,1087,397,1535,2638,566,3197,3210,3019,6401
2016-09-20,3588,606,3470,1010,303,1098,2072,533,2445,7664,2411,5050
2016-09-21,2192,365,1980,1810,310,2039,2110,666,2507,4537,4159,5283
2016-09-22,1777,427,1816,1340,306,1402,3900,481,5149,4020,3048,9530
2016-09-23,1514,447,1676,1099,250,1258,2108,376,2843,3637,2607,5327
2016-09-24,3898,872,3639,4370,359,3213,6050,834,6038,8409,7942,12922
2016-09-25,2554,444,2471,1642,242,2022,2073,483,2769,5469,3906,5325
2016-09-26,2262,347,2418,1294,362,1390,3898,753,4761,5027,3046,9412
2016-09-27,2203,556,2244,686,229,734,2998,850,3497,5003,1649,7345
2016-09-28,2298,469,2350,1296,278,1288,2722,593,2817,5117,2862,6132
2016-09-29,3729,728,3507,2012,452,2224,3468,721,4022,7964,4688,8211
2016-09-30,2075,456,2017,1044,212,1172,3458,595,4485,4548,2428,8538
