Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Positive tweets,Negative tweets,Neutral tweets
2015-10-01,35.12396694214876,8.264462809917354,56.611570247933884,43.13725490196079,13.72549019607843,43.13725490196079,30.89430894308943,13.279132791327914,55.826558265582655,24.900398406374503,9.56175298804781,65.5378486055777
2015-10-02,40.4890178201409,5.014504765851637,54.49647741400746,42.30769230769231,21.153846153846153,36.53846153846154,34.81894150417827,11.420612813370473,53.760445682451255,38.73015873015873,8.73015873015873,52.53968253968254
2015-10-03,38.721804511278194,5.137844611528822,56.14035087719298,18.484848484848484,5.757575757575758,75.75757575757575,34.47154471544715,6.178861788617886,59.34959349593496,53.18471337579618,6.8471337579617835,39.968152866242036
2015-10-04,35.27272727272727,11.272727272727273,53.45454545454545,29.32330827067669,10.526315789473685,60.150375939849624,31.95876288659794,11.34020618556701,56.70103092783505,27.873563218390803,13.218390804597702,58.9080459770115
2015-10-05,38.3177570093458,6.542056074766355,55.14018691588785,34.04255319148936,17.02127659574468,48.93617021276596,33.44086021505376,12.043010752688172,54.516129032258064,23.091603053435115,10.687022900763358,66.22137404580153
2015-10-06,32.15130023640662,18.43971631205674,49.40898345153664,30.0,9.03225806451613,60.96774193548387,33.23996265172736,11.764705882352942,54.9953314659197,26.457399103139014,18.161434977578477,55.38116591928251
2015-10-07,32.707774798927616,16.353887399463808,50.938337801608576,28.695652173913043,12.173913043478262,59.130434782608695,36.65559246954596,5.2048726467331115,58.13953488372093,31.130690161527166,17.91483113069016,50.95447870778267
2015-10-08,39.222042139384115,8.26580226904376,52.512155591572125,19.875776397515526,27.950310559006212,52.17391304347826,37.8585086042065,4.3499043977055445,57.79158699808795,16.347381864623244,25.28735632183908,58.36526181353768
2015-10-09,39.57446808510638,13.191489361702128,47.234042553191486,35.59322033898305,20.338983050847457,44.067796610169495,24.427480916030536,18.3206106870229,57.25190839694657,22.040072859744992,26.958105646630237,51.001821493624774
2015-10-10,34.35114503816794,11.450381679389313,54.19847328244275,32.520325203252035,11.382113821138212,56.09756097560975,35.15981735159817,6.392694063926941,58.44748858447488,26.96629213483146,18.352059925093634,54.6816479400749
2015-10-11,26.501035196687372,13.250517598343686,60.24844720496895,24.873096446700508,16.243654822335024,58.88324873096447,45.143884892086334,6.115107913669065,48.7410071942446,58.66819747416762,9.41446613088404,31.917336394948336
2015-10-12,29.95090016366612,11.620294599018003,58.42880523731588,33.09090909090909,6.909090909090909,60.0,26.632302405498283,18.127147766323024,55.24054982817869,24.7972972972973,8.513513513513514,66.6891891891892
2015-10-13,26.376146788990827,9.862385321100918,63.76146788990825,20.774647887323944,6.338028169014085,72.88732394366197,31.62134944612286,12.185297079556898,56.19335347432024,12.62295081967213,19.42622950819672,67.95081967213115
2015-10-14,33.8235294117647,17.647058823529413,48.529411764705884,26.666666666666668,16.923076923076923,56.41025641025641,28.509719222462202,12.095032397408207,59.39524838012959,18.309859154929576,28.63849765258216,53.051643192488264
2015-10-15,43.70629370629371,14.685314685314685,41.60839160839161,37.58389261744966,12.751677852348994,49.66442953020134,31.964285714285715,5.535714285714286,62.5,21.143847487001732,22.18370883882149,56.672443674176776
2015-10-16,28.962536023054756,4.610951008645533,66.42651296829972,18.0327868852459,16.939890710382514,65.02732240437159,34.44444444444444,10.37037037037037,55.18518518518518,22.900763358778626,25.44529262086514,51.653944020356235
2015-10-17,35.13513513513514,7.4324324324324325,57.432432432432435,15.909090909090908,29.545454545454547,54.54545454545455,35.86206896551724,5.862068965517241,58.275862068965516,17.079889807162534,16.804407713498623,66.11570247933884
2015-10-18,38.983050847457626,13.182674199623353,47.83427495291902,36.9811320754717,20.37735849056604,42.64150943396226,30.328638497652584,18.4037558685446,51.267605633802816,18.997574777687955,9.781729991915926,71.22069523039612
2015-10-19,32.5,9.642857142857142,57.857142857142854,31.096911608093716,22.257720979765708,46.64536741214057,29.176046825754163,12.922107158937415,57.90184601530842,13.484358144552319,14.670981661272924,71.84466019417475
2015-10-20,29.86111111111111,11.805555555555555,58.333333333333336,38.46153846153846,23.076923076923077,38.46153846153846,28.372093023255815,13.720930232558139,57.906976744186046,20.833333333333332,11.174242424242424,67.99242424242425
