Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Total_nlikes,Total_nreplies,Total_nretweets
2019-10-31,12969,1041,2651,11991,1042,1974,65121,1525,14660,90081,3608,19285
2019-11-01,6263,676,1669,4654,1705,1554,4445,1928,1546,15362,4309,4769
2019-11-02,7637,672,2402,6273,1077,1054,14527,742,3837,28437,2491,7293
2019-11-03,7189,581,2381,6650,343,3693,2755,399,934,16594,1323,7008
2019-11-04,10430,1495,3775,12780,944,3460,20547,1243,7098,43757,3682,14333
2019-11-05,20748,1565,6135,54731,2548,18781,16253,1420,5991,91732,5533,30907
2019-11-06,9854,1462,3180,4223,493,1488,11567,1170,4184,25644,3125,8852
2019-11-07,10060,1039,2979,5866,772,1801,4941,692,1676,20867,2503,6456
2019-11-08,22747,1018,6538,11259,689,5277,6177,772,2058,40183,2479,13873
2019-11-09,10396,1344,3717,16025,1709,4882,24800,1264,6785,51221,4317,15384
2019-11-10,7352,747,1571,5336,629,2137,6006,760,1951,18694,2136,5659
2019-11-11,10148,1811,4670,12316,914,3178,7638,844,2201,30102,3569,10049
2019-11-12,12344,1160,3685,10447,985,3875,5063,811,1450,27854,2956,9010
2019-11-13,8555,978,3139,6026,700,1939,6138,873,1957,20719,2551,7035
2019-11-14,7823,1109,2703,8242,702,2417,38363,817,17349,54428,2628,22469
2019-11-15,18709,873,3105,17930,949,3718,6016,2037,1927,42655,3859,8750
2019-11-16,5555,643,1823,10560,774,3316,4228,410,1467,20343,1827,6606
2019-11-17,5685,644,1962,5795,411,1549,4822,612,1655,16302,1667,5166
2019-11-18,9961,909,3211,7020,433,1555,11003,570,2800,27984,1912,7566
2019-11-19,15488,938,3419,3842,365,1174,4757,538,1483,24087,1841,6076
2019-11-20,13644,998,5489,4197,485,1327,4795,434,1538,22636,1917,8354
2019-11-21,10739,1896,3584,5782,499,1199,10925,1303,2998,27446,3698,7781
2019-11-22,7434,626,2310,4142,406,1223,52780,594,16997,64356,1626,20530
2019-11-23,6589,671,1755,3107,336,997,12026,585,4469,21722,1592,7221
2019-11-24,26474,1235,9969,11213,564,3354,21820,1600,3474,59507,3399,16797
2019-11-25,15103,757,4913,6067,456,1994,4520,435,1440,25690,1648,8347
2019-11-26,11746,1113,6032,13185,1177,5702,5186,563,2097,30117,2853,13831
2019-11-27,22811,1358,9886,5011,706,1997,11963,1295,4561,39785,3359,16444
2019-11-28,7817,754,2643,7401,644,3187,10318,899,3944,25536,2297,9774
2019-11-29,42673,2367,7003,4927,656,1794,9780,1152,3870,57380,4175,12667
2019-11-30,19653,997,4689,4145,417,1662,24643,628,4682,48441,2042,11033
2019-12-01,11808,1332,4948,56485,4038,20888,15530,3055,5864,83823,8425,31700
2019-12-02,15012,1792,5566,4993,488,1719,12044,4194,4689,32049,6474,11974
2019-12-03,14928,1735,4025,5459,1099,1831,9914,1262,3772,30301,4096,9628
2019-12-04,18623,1872,7770,4004,557,1517,13013,1189,6650,35640,3618,15937
2019-12-05,8866,1066,3844,9108,963,3459,7933,868,3011,25907,2897,10314
2019-12-06,18643,1431,4967,3638,585,1323,6576,701,2262,28857,2717,8552
2019-12-07,6672,916,2485,6985,513,3141,5119,619,1675,18776,2048,7301
2019-12-08,8421,879,2951,3179,408,952,5815,933,2407,17415,2220,6310
2019-12-09,10024,1126,3431,7539,583,2502,16091,865,2825,33654,2574,8758
2019-12-10,11342,1335,4619,7174,656,2275,7066,577,2023,25582,2568,8917
2019-12-11,36335,2986,10090,26702,2188,4595,17340,1724,3893,80377,6898,18578
2019-12-12,11409,1301,3370,15200,1262,3847,17696,1203,4814,44305,3766,12031
2019-12-13,14639,1597,5568,177956,747,48313,7396,678,2136,199991,3022,56017
2019-12-14,77588,2540,12103,35846,3045,7988,11620,2181,2785,125054,7766,22876
2019-12-15,8459,1090,3489,9393,784,2864,7162,859,2738,25014,2733,9091
2019-12-16,13825,1162,4774,5712,614,1667,4315,569,1638,23852,2345,8079
2019-12-17,17777,1102,4006,5531,623,1773,3887,417,1217,27195,2142,6996
2019-12-18,4704,587,1420,5341,497,2024,4278,542,1174,14323,1626,4618
2019-12-19,185104,3729,88685,8447,817,2458,7089,545,2734,200640,5091,93877
2019-12-20,11707,959,3087,18548,764,5152,20985,975,4164,51240,2698,12403
2019-12-21,12860,1793,4910,76456,1670,5796,6842,560,3250,96158,4023,13956
2019-12-22,7960,728,2930,2341,383,763,5160,559,2334,15461,1670,6027
2019-12-23,12402,1839,3370,7592,1077,3161,3925,524,1171,23919,3440,7702
2019-12-24,10923,747,3205,13551,1004,4884,5523,569,1876,29997,2320,9965
2019-12-25,6189,463,1435,11303,589,4252,34371,520,7085,51863,1572,12772
2019-12-26,28565,1226,6732,6254,502,1740,6029,718,1445,40848,2446,9917
2019-12-27,23870,1830,8382,5062,702,1863,24015,3083,5909,52947,5615,16154
2019-12-28,15254,2431,3945,5769,455,2169,5390,496,1794,26413,3382,7908
2019-12-29,6852,732,1364,5183,733,1729,10735,658,1730,22770,2123,4823
2019-12-30,18807,1081,5243,11738,1340,3794,11040,757,6049,41585,3178,15086
2019-12-31,20257,1472,5242,22654,1069,6516,5138,658,1370,48049,3199,13128
2020-01-01,46007,2511,23924,19211,1243,7163,12762,1784,4828,77980,5538,35915
2020-01-02,22228,1741,10774,26627,1890,8304,14348,1387,4760,63203,5018,23838
2020-01-03,21470,1263,6089,11788,1059,3577,15078,1242,4242,48336,3564,13908
2020-01-04,2327,192,1023,23820,3559,5440,1077,134,334,27224,3885,6797
2020-01-05,27929,4188,8861,26532,1528,6130,14074,1085,3587,68535,6801,18578
2020-01-06,46763,2701,9898,15967,1858,4993,16971,1658,5903,79701,6217,20794
2020-01-07,17957,1865,5529,36254,1377,8587,7987,1042,2778,62198,4284,16894
2020-01-08,14609,1283,3180,7320,851,2242,7365,849,2156,29294,2983,7578
2020-01-09,12767,1516,4184,6991,716,2604,21428,1468,6112,41186,3700,12900
2020-01-10,10364,1022,3991,5181,1101,1471,8989,765,2413,24534,2888,7875
2020-01-11,13327,1467,4372,7180,928,2053,9978,1130,2781,30485,3525,9206
2020-01-12,20100,1646,5000,31483,3392,7145,14753,2697,3656,66336,7735,15801
2020-01-13,17201,1449,5515,5927,769,1903,7868,826,2599,30996,3044,10017
2020-01-14,16283,2099,5993,5077,657,1798,10995,851,3038,32355,3607,10829
2020-01-15,27441,2434,9950,8469,936,2534,12843,1363,5642,48753,4733,18126
2020-01-16,26414,2435,8033,17749,1128,6272,8732,842,3090,52895,4405,17395
2020-01-17,21360,2478,6406,5553,631,2551,9556,842,2729,36469,3951,11686
2020-01-18,8346,939,3114,8510,638,2688,18494,861,5871,35350,2438,11673
2020-01-19,9153,810,3393,5888,673,2042,9021,949,3206,24062,2432,8641
2020-01-20,17053,1210,5599,53989,941,6360,8451,820,2591,79493,2971,14550
2020-01-21,17897,2069,5651,9115,1245,2902,12698,1462,3925,39710,4776,12478
2020-01-22,65770,3774,14078,12038,844,4125,23714,956,6003,101522,5574,24206
2020-01-23,9148,1526,2906,5651,893,1525,10510,1402,3305,25309,3821,7736
2020-01-24,17895,1793,5937,22014,1054,4667,15382,1514,3630,55291,4361,14234
2020-01-25,5853,873,1623,5177,661,1584,3775,489,1059,14805,2023,4266
2020-01-26,8688,1435,2928,2596,436,748,7452,708,2358,18736,2579,6034
2020-01-27,6781,677,2362,6749,500,1601,6672,590,1813,20202,1767,5776
2020-01-28,6596,721,2036,4569,634,1272,9326,784,2013,20491,2139,5321
2020-01-29,5771,609,1818,4910,537,1623,4861,1232,1116,15542,2378,4557
2020-01-30,7606,829,2933,10165,522,2686,8107,528,1652,25878,1879,7271
2020-01-31,7776,884,2421,10096,498,2688,3432,515,983,21304,1897,6092
2020-02-01,8948,1301,2618,14383,638,3700,5586,618,1642,28917,2557,7960
2020-02-02,6164,605,1765,1988,307,652,4749,465,2811,12901,1377,5228
2020-02-03,7037,684,2127,5910,366,1636,5443,568,1744,18390,1618,5507
2020-02-04,13253,1732,5123,4068,630,1412,11932,1011,3420,29253,3373,9955
2020-02-05,7593,821,2781,4927,677,1899,5869,648,1742,18389,2146,6422
2020-02-06,9373,1900,2770,3991,567,1960,5703,537,2303,19067,3004,7033
2020-02-07,7977,916,2824,7333,784,2771,9039,880,5180,24349,2580,10775
2020-02-08,4331,595,1757,4948,504,1968,5095,570,1712,14374,1669,5437
2020-02-09,10111,804,3755,5243,469,1689,19964,1347,4682,35318,2620,10126
2020-02-10,12883,1099,3749,3527,485,948,6377,612,2409,22787,2196,7106
2020-02-11,7487,906,2714,5322,506,1623,4722,596,1684,17531,2008,6021
2020-02-12,6086,665,1943,2614,533,943,3009,505,1140,11709,1703,4026
2020-02-13,28627,2728,8588,12633,645,4388,6436,816,2594,47696,4189,15570
2020-02-14,9862,1162,3478,4111,461,1776,6692,471,1394,20665,2094,6648
2020-02-15,9556,757,2912,2438,397,951,7405,761,3747,19399,1915,7610
2020-02-16,19510,761,4081,6719,643,2116,5873,636,3339,32102,2040,9536
2020-02-17,10513,1286,3934,4170,395,1272,5760,728,1902,20443,2409,7108
2020-02-18,13114,936,3168,9621,786,2430,6260,726,2602,28995,2448,8200
2020-02-19,6462,800,1920,8392,589,3936,20157,955,2691,35011,2344,8547
2020-02-20,43397,2748,12845,5466,426,1812,23373,1103,4030,72236,4277,18687
2020-02-21,8260,750,2079,3150,354,1246,4145,518,1215,15555,1622,4540
2020-02-22,6106,797,2458,3675,415,1516,9413,823,3662,19194,2035,7636
2020-02-23,8119,696,4000,5193,891,2154,3188,479,1004,16500,2066,7158
2020-02-24,65959,3413,13065,4448,516,1526,6437,878,2018,76844,4807,16609
2020-02-25,6960,1156,2633,4756,491,1420,8297,890,2361,20013,2537,6414
2020-02-26,8950,669,2984,4028,670,1013,17892,1018,3953,30870,2357,7950
2020-02-27,10702,760,2802,33277,1820,11918,7487,845,2121,51466,3425,16841
2020-02-28,10547,1135,2303,14512,960,2973,11277,760,2128,36336,2855,7404
2020-02-29,7565,739,2729,20350,1037,6613,4520,429,1457,32435,2205,10799
2020-03-01,5974,604,2271,5919,658,1929,27934,1029,3453,39827,2291,7653
2020-03-02,5470,752,1756,8435,467,2375,3763,475,824,17668,1694,4955
2020-03-03,16834,970,2720,4659,557,1560,12449,818,4639,33942,2345,8919
2020-03-04,10687,780,3443,6361,621,1957,4029,427,1415,21077,1828,6815
2020-03-05,6492,685,2592,10110,995,3334,4900,520,1311,21502,2200,7237
2020-03-06,6807,591,2090,2874,377,1099,13382,726,2458,23063,1694,5647
2020-03-07,7878,809,3419,6536,419,2037,27251,1111,7599,41665,2339,13055
2020-03-08,12744,2175,4487,3818,393,1751,4281,482,1384,20843,3050,7622
2020-03-09,9460,729,2558,3767,423,1070,18023,962,3070,31250,2114,6698
2020-03-10,12628,1176,4541,3896,347,808,4036,392,1505,20560,1915,6854
2020-03-11,7674,738,2203,4338,512,1441,10003,530,2960,22015,1780,6604
2020-03-12,8484,762,2125,26444,525,4961,16154,654,4343,51082,1941,11429
2020-03-13,9414,823,2075,2296,289,577,68031,3430,16927,79741,4542,19579
2020-03-14,14837,695,3228,4973,416,1094,5814,521,1481,25624,1632,5803
2020-03-15,15755,1661,3450,6656,459,2030,4066,381,1229,26477,2501,6709
2020-03-16,10916,869,2757,17045,1457,4381,6420,534,2260,34381,2860,9398
2020-03-17,15223,994,4681,6397,410,1695,2947,420,817,24567,1824,7193
2020-03-18,208482,1402,37916,8395,562,2204,3890,447,941,220767,2411,41061
2020-03-19,6574,520,1630,2645,315,676,9643,500,1772,18862,1335,4078
2020-03-20,9474,533,1861,2332,282,793,6380,422,1459,18186,1237,4113
2020-03-21,4954,537,1492,9413,498,2036,4630,422,1173,18997,1457,4701
2020-03-22,3240,386,1013,2281,306,452,3270,291,660,8791,983,2125
2020-03-23,9435,768,1882,2428,254,760,2480,443,800,14343,1465,3442
2020-03-24,8723,763,3175,44006,2363,19962,16707,653,5173,69436,3779,28310
2020-03-25,12796,1038,2204,3411,350,1172,4094,293,1158,20301,1681,4534
2020-03-26,130722,1876,29077,5194,465,1842,4582,423,1789,140498,2764,32708
2020-03-27,7688,622,2088,4167,373,977,8370,562,2171,20225,1557,5236
2020-03-28,5577,672,1947,9234,276,1702,2387,304,547,17198,1252,4196
2020-03-29,8485,662,2450,1955,201,662,2236,286,471,12676,1149,3583
2020-03-30,2659,348,827,1788,211,577,2772,445,689,7219,1004,2093
2020-03-31,6303,984,2085,15204,1207,3877,3721,386,1145,25228,2577,7107
2020-04-01,5749,1035,2249,5202,341,1669,5420,991,1408,16371,2367,5326
2020-04-02,7454,500,2333,3400,374,896,4314,551,1569,15168,1425,4798
2020-04-03,4203,488,1345,3537,298,1152,5960,412,1667,13700,1198,4164
2020-04-04,4715,414,1330,2061,241,455,3525,480,1441,10301,1135,3226
2020-04-05,4707,349,1025,3117,316,1129,5447,563,1855,13271,1228,4009
2020-04-06,4188,387,1376,5589,345,1604,2357,276,675,12134,1008,3655
2020-04-07,4973,409,1576,2642,308,884,2775,278,975,10390,995,3435
2020-04-08,4012,551,1017,3434,306,1028,11173,942,3105,18619,1799,5150
2020-04-09,6788,785,1865,4064,1008,1326,4952,502,1713,15804,2295,4904
2020-04-10,5534,491,1904,3736,2501,1212,4404,433,1048,13674,3425,4164
2020-04-11,6441,640,2130,8168,700,3338,3957,377,832,18566,1717,6300
2020-04-12,3154,366,727,1770,232,404,3923,323,1105,8847,921,2236
2020-04-13,78351,872,27318,1873,285,761,10429,417,2467,90653,1574,30546
2020-04-14,61359,888,22464,2608,301,945,5610,290,1047,69577,1479,24456
2020-04-15,7976,522,2776,3326,414,1043,2950,376,830,14252,1312,4649
2020-04-16,276597,2652,68968,4965,499,1173,5130,381,928,286692,3532,71069
2020-04-17,109434,1004,35702,2286,269,1032,10757,1495,4820,122477,2768,41554
2020-04-18,5528,475,1985,2013,274,619,5005,525,984,12546,1274,3588
2020-04-19,3308,390,1442,2022,260,566,2217,310,557,7547,960,2565
2020-04-20,142624,2142,47551,2374,259,836,3687,369,1170,148685,2770,49557
2020-04-21,151515,3240,51053,4091,469,1370,2333,295,833,157939,4004,53256
2020-04-22,26468,2024,9013,9172,728,3216,9730,928,3418,45370,3680,15647
2020-04-23,119007,2255,36479,22366,1153,8136,6558,1199,1900,147931,4607,46515
2020-04-24,135869,2201,34745,6243,423,1946,28729,1144,6305,170841,3768,42996
2020-04-25,13138,504,2704,1992,267,646,1132,230,263,16262,1001,3613
2020-04-26,3510,480,1008,1596,241,560,2938,235,640,8044,956,2208
2020-04-27,108718,3120,36623,1640,229,552,2186,258,791,112544,3607,37966
2020-04-28,119487,2670,39548,4349,334,1071,3475,324,1092,127311,3328,41711
2020-04-29,130595,2559,41896,2288,248,792,8050,379,1198,140933,3186,43886
2020-04-30,6925,536,2742,3558,312,1046,10103,569,3970,20586,1417,7758
2020-05-01,2547,312,937,4709,328,1501,2423,311,599,9679,951,3037
2020-05-02,2776,381,873,1846,241,512,2867,257,1615,7489,879,3000
2020-05-03,2752,418,956,1108,278,234,4618,479,1076,8478,1175,2266
2020-05-04,4994,538,1563,2269,290,880,3367,399,932,10630,1227,3375
2020-05-05,7828,612,3164,2302,260,796,2023,289,576,12153,1161,4536
2020-05-06,8418,655,2586,2220,394,566,2826,406,858,13464,1455,4010
2020-05-07,6705,490,1823,3741,530,887,5367,466,1170,15813,1486,3880
2020-05-08,4471,544,1376,3775,461,1108,2207,363,582,10453,1368,3066
2020-05-09,6219,694,1246,2571,471,528,7172,975,1217,15962,2140,2991
2020-05-10,4324,448,1161,2207,424,542,3402,593,755,9933,1465,2458
2020-05-11,3078,359,1151,3130,545,1167,34760,1783,11450,40968,2687,13768
2020-05-12,6493,455,1410,2205,270,882,5223,448,1818,13921,1173,4110
2020-05-13,31790,6613,9744,10019,854,1303,5716,515,720,47525,7982,11767
2020-05-14,8039,791,1895,3391,542,970,2384,435,694,13814,1768,3559
2020-05-15,4173,550,1339,2299,339,904,6059,473,1837,12531,1362,4080
2020-05-16,2185,397,597,2179,489,700,1932,290,527,6296,1176,1824
2020-05-17,3115,329,866,2309,612,971,1825,327,472,7249,1268,2309
2020-05-18,11981,643,3270,1803,270,546,2769,254,721,16553,1167,4537
2020-05-19,6545,729,2573,4296,382,1400,4096,412,1096,14937,1523,5069
2020-05-20,6625,760,2300,3218,319,1284,2802,344,998,12645,1423,4582
2020-05-21,6416,575,1583,4240,362,1366,1509,254,523,12165,1191,3472
2020-05-22,6450,426,1653,1115,235,510,3517,401,1679,11082,1062,3842
2020-05-23,2812,334,967,2802,436,905,2471,250,697,8085,1020,2569
2020-05-24,10963,506,3964,1485,210,586,2520,400,670,14968,1116,5220
2020-05-25,6240,474,1575,3596,311,1138,2559,250,867,12395,1035,3580
2020-05-26,3479,354,994,2198,228,676,2507,251,767,8184,833,2437
2020-05-27,3755,353,1266,2877,332,959,2947,342,1070,9579,1027,3295
2020-05-28,2888,327,1303,1405,195,465,4676,361,2046,8969,883,3814
2020-05-29,6527,402,1428,1651,174,578,2301,280,666,10479,856,2672
2020-05-30,11889,427,3044,2062,231,836,1439,200,367,15390,858,4247
2020-05-31,2654,315,520,5246,276,1293,1591,199,590,9491,790,2403
2020-06-01,4629,390,1691,7919,405,2645,1931,282,470,14479,1077,4806
2020-06-02,2818,281,802,19925,335,1180,2766,228,651,25509,844,2633
2020-06-03,5782,353,1263,2615,295,784,2037,256,519,10434,904,2566
2020-06-04,12807,1237,4177,3744,358,1046,4362,340,2304,20913,1935,7527
2020-06-05,13717,736,6447,5026,493,1482,4857,434,1529,23600,1663,9458
2020-06-06,8350,491,2140,1894,220,867,1277,192,410,11521,903,3417
2020-06-07,4362,254,1331,4825,335,1465,2056,228,966,11243,817,3762
2020-06-08,22226,833,5854,3797,399,1409,3119,323,1123,29142,1555,8386
2020-06-09,3717,379,1375,1820,226,582,3662,377,1041,9199,982,2998
2020-06-10,6723,654,2311,4094,418,1092,2925,368,784,13742,1440,4187
2020-06-11,4476,425,1528,1521,229,680,3562,415,1234,9559,1069,3442
2020-06-12,3312,273,1479,2968,268,516,3953,418,1158,10233,959,3153
2020-06-13,7376,422,2289,1516,187,476,2587,253,891,11479,862,3656
2020-06-14,2711,300,926,2379,224,1034,1669,222,521,6759,746,2481
2020-06-15,5280,513,1594,6006,497,1251,1547,192,370,12833,1202,3215
2020-06-16,4796,423,1473,10010,667,2004,3814,420,1228,18620,1510,4705
2020-06-17,7599,465,2173,3396,385,1284,4390,376,945,15385,1226,4402
2020-06-18,6435,551,1990,4107,433,1121,3414,404,946,13956,1388,4057
2020-06-19,5500,448,1880,7198,443,1854,2397,262,706,15095,1153,4440
2020-06-20,2994,259,765,5368,280,1962,10519,1184,2834,18881,1723,5561
2020-06-21,71292,1852,13765,1825,251,608,2999,369,705,76116,2472,15078
2020-06-22,7117,550,2282,1663,289,593,2963,303,964,11743,1142,3839
2020-06-23,3756,659,1199,2515,367,773,25831,341,2022,32102,1367,3994
2020-06-24,4017,455,1556,5024,398,1178,2040,256,578,11081,1109,3312
2020-06-25,6314,680,1891,3297,300,796,3828,401,910,13439,1381,3597
2020-06-26,10866,1335,2745,12160,445,2084,2886,404,715,25912,2184,5544
2020-06-27,24344,365,1976,2868,284,1187,6237,223,604,33449,872,3767
2020-06-28,3222,286,1069,4418,316,1917,6852,268,797,14492,870,3783
2020-06-29,8000,578,2651,3087,325,1331,4812,410,1437,15899,1313,5419
2020-06-30,7876,748,3102,3469,352,1339,4323,491,1498,15668,1591,5939
2020-07-01,7573,638,2420,4003,426,1171,3900,409,893,15476,1473,4484
2020-07-02,6720,557,2246,12486,277,4016,2599,238,648,21805,1072,6910
2020-07-03,2775,331,867,10945,413,2129,1961,238,485,15681,982,3481
2020-07-04,169998,768,61398,2962,259,1029,5212,298,1141,178172,1325,63568
2020-07-05,4069,457,1255,5279,502,2165,2959,364,817,12307,1323,4237
2020-07-06,5760,810,2169,3069,319,1086,1943,289,670,10772,1418,3925
2020-07-07,4449,517,1617,3033,336,1000,2658,334,879,10140,1187,3496
2020-07-08,8555,648,2300,4693,234,1722,2630,315,897,15878,1197,4919
2020-07-09,21095,1051,6047,11341,629,3289,7365,606,2372,39801,2286,11708
2020-07-10,4572,435,1482,2618,240,1300,7542,336,1248,14732,1011,4030
2020-07-11,5822,445,1863,5868,331,1859,2032,276,723,13722,1052,4445
2020-07-12,9690,1176,4760,2886,269,1003,2736,378,850,15312,1823,6613
2020-07-13,4182,489,1285,5327,475,1514,3862,370,1264,13371,1334,4063
2020-07-14,10508,1059,2862,4291,473,1495,4294,457,974,19093,1989,5331
2020-07-15,7822,730,2327,11326,900,2460,4770,511,1634,23918,2141,6421
2020-07-16,6959,670,1911,3743,416,1314,8325,820,2049,19027,1906,5274
2020-07-17,8185,789,2542,2185,266,858,4747,401,1301,15117,1456,4701
2020-07-18,3688,409,1454,4053,308,1256,5738,337,1180,13479,1054,3890
2020-07-19,3470,330,776,3447,298,1075,13095,558,3422,20012,1186,5273
2020-07-20,4826,554,1617,14478,568,3273,4558,342,1012,23862,1464,5902
2020-07-21,5094,482,1746,5342,411,1851,3236,326,1150,13672,1219,4747
2020-07-22,12475,860,5140,6685,539,2329,3277,375,1161,22437,1774,8630
2020-07-23,6222,1050,1776,2447,331,901,4399,374,1138,13068,1755,3815
2020-07-24,7978,640,2746,5771,326,1613,2184,314,533,15933,1280,4892
2020-07-25,2440,331,964,1230,260,387,2407,309,681,6077,900,2032
2020-07-26,5638,456,2422,3302,305,1250,1443,225,400,10383,986,4072
2020-07-27,7547,452,1555,2391,309,910,2457,372,710,12395,1133,3175
2020-07-28,10462,636,3201,6018,398,1854,6209,482,2038,22689,1516,7093
2020-07-29,15174,1174,5383,3016,295,1161,2485,268,827,20675,1737,7371
2020-07-30,11935,738,3588,6744,291,2552,3206,344,1050,21885,1373,7190
2020-07-31,7309,601,2960,6283,316,1517,3896,342,1525,17488,1259,6002
2020-08-01,5796,488,1138,3404,271,831,9265,313,2418,18465,1072,4387
2020-08-02,2796,334,847,2161,305,391,3419,369,750,8376,1008,1988
2020-08-03,5117,470,1619,3067,320,1237,2661,289,519,10845,1079,3375
2020-08-04,7250,591,2447,2576,369,822,2867,355,845,12693,1315,4114
2020-08-05,5872,466,2009,1794,272,521,2461,505,874,10127,1243,3404
2020-08-06,5726,513,1131,9824,551,1842,2846,339,791,18396,1403,3764
2020-08-07,8968,817,4111,4664,556,1429,7113,542,2835,20745,1915,8375
2020-08-08,11469,1233,2947,4031,439,847,55797,878,9273,71297,2550,13067
2020-08-09,5504,664,2064,2616,339,1041,1667,273,654,9787,1276,3759
2020-08-10,6246,603,2018,6301,684,1434,4985,590,1704,17532,1877,5156
2020-08-11,5157,499,1514,8119,398,2106,2751,429,853,16027,1326,4473
2020-08-12,9470,688,3291,6247,413,1770,3792,479,912,19509,1580,5973
2020-08-13,4267,464,1513,5199,460,1651,2589,360,844,12055,1284,4008
2020-08-14,13509,953,3385,3529,371,1881,1902,271,542,18940,1595,5808
2020-08-15,4921,464,2035,5865,767,3198,2593,351,978,13379,1582,6211
2020-08-16,5771,482,1532,19301,555,3981,3950,362,1667,29022,1399,7180
2020-08-17,8755,750,2400,7447,750,2835,6148,565,1304,22350,2065,6539
2020-08-18,5892,581,2758,4941,360,1213,3397,389,1075,14230,1330,5046
2020-08-19,6746,559,2772,29664,757,8903,4081,387,1401,40491,1703,13076
2020-08-20,21864,673,7635,3531,416,715,14452,589,5622,39847,1678,13972
2020-08-21,4385,589,1470,3661,585,1241,7810,477,1729,15856,1651,4440
2020-08-22,8094,933,2763,12933,1030,6119,3591,455,917,24618,2418,9799
2020-08-23,7010,701,2220,6727,754,2950,2759,405,851,16496,1860,6021
2020-08-24,5033,558,1264,5617,762,3142,5004,414,1178,15654,1734,5584
2020-08-25,4078,560,1300,2767,384,925,5633,483,1768,12478,1427,3993
2020-08-26,6349,719,2270,24273,465,2744,3053,359,855,33675,1543,5869
2020-08-27,5215,633,1610,10474,848,2905,7458,615,1531,23147,2096,6046
2020-08-28,31065,1301,15803,23926,1305,6461,12910,515,3270,67901,3121,25534
2020-08-29,7160,498,1861,4802,591,2693,22378,366,6494,34340,1455,11048
2020-08-30,2531,394,744,1953,279,737,2910,368,714,7394,1041,2195
2020-08-31,9775,929,3787,4087,328,1201,6522,340,1286,20384,1597,6274
2020-09-01,7761,548,9897,4031,363,1685,11349,495,1864,23141,1406,13446
2020-09-02,9278,910,3128,9967,520,2333,2768,312,808,22013,1742,6269
2020-09-03,11936,812,3543,8412,670,2060,6156,571,2367,26504,2053,7970
2020-09-04,20643,1316,6245,5352,606,1960,5467,546,1880,31462,2468,10085
2020-09-05,11047,1174,3526,9017,1024,2780,18808,826,3860,38872,3024,10166
2020-09-06,9229,1320,2508,14350,1344,3976,25430,1366,3666,49009,4030,10150
2020-09-07,50223,2345,11366,38277,2153,8895,26885,1622,6744,115385,6120,27005
2020-09-08,31374,1752,9490,11017,1249,3012,32958,1567,3766,75349,4568,16268
