Date,Negative,Positive,Neutral,Total,Percentage_neg,Percentage_pos,Percentage_neutr
2019-10-18,243,544,111,898,27.060133630289535,60.57906458797328,12.360801781737193
2019-10-19,367,732,149,1248,29.407051282051285,58.65384615384615,11.939102564102564
2019-10-20,311,627,134,1072,29.011194029850746,58.48880597014925,12.5
2019-10-21,258,491,119,868,29.723502304147466,56.5668202764977,13.709677419354838
2019-10-22,326,696,116,1138,28.646748681898064,61.15992970123023,10.193321616871705
2019-10-23,289,677,91,1057,27.341532639545886,64.0491958372753,8.609271523178808
2019-10-24,301,760,103,1164,25.859106529209626,65.29209621993127,8.848797250859107
2019-10-25,284,667,114,1065,26.666666666666668,62.629107981220656,10.704225352112676
2019-10-26,187,382,91,660,28.333333333333332,57.878787878787875,13.787878787878787
2019-10-27,234,542,108,884,26.47058823529412,61.31221719457014,12.217194570135746
2019-10-28,422,757,108,1287,32.78943278943279,58.81895881895882,8.391608391608392
2019-10-29,520,2297,147,2964,17.543859649122805,77.4966261808367,4.959514170040486
2019-10-30,391,1487,131,2009,19.46241911398706,74.01692384270781,6.5206570433051265
2019-10-31,448,1070,122,1640,27.31707317073171,65.2439024390244,7.439024390243902
2019-11-01,330,840,136,1306,25.267993874425727,64.31852986217457,10.413476263399694
2019-11-02,255,583,110,948,26.89873417721519,61.49789029535865,11.60337552742616
2019-11-03,269,726,89,1084,24.81549815498155,66.97416974169742,8.210332103321033
2019-11-04,261,747,122,1130,23.097345132743364,66.10619469026548,10.79646017699115
2019-11-05,291,734,132,1157,25.151253241140882,63.439930855661196,11.408815903197926
2019-11-06,267,794,143,1204,22.17607973421927,65.9468438538206,11.877076411960132
2019-11-07,307,831,160,1298,23.651771956856702,64.02157164869028,12.326656394453005
2019-11-08,302,841,124,1267,23.83583267561168,66.37726913970008,9.78689818468824
2019-11-09,261,566,101,928,28.125,60.991379310344826,10.883620689655173
2019-11-10,244,528,85,857,28.47141190198366,61.61026837806302,9.918319719953326
2019-11-11,331,935,131,1397,23.693629205440228,66.92913385826772,9.377236936292055
2019-11-12,269,817,161,1247,21.57177225340818,65.51724137931035,12.910986367281478
2019-11-13,390,814,350,1554,25.096525096525095,52.38095238095239,22.52252252252252
2019-11-14,794,1612,965,3371,23.553841590032633,47.819638089587656,28.62652032037971
2019-11-15,612,1460,655,2727,22.442244224422442,53.53868720205354,24.01906857352402
2019-11-16,501,1066,709,2276,22.012302284710017,46.836555360281196,31.151142355008787
2019-11-17,557,1147,707,2411,23.10244711737868,47.573620904189134,29.32393197843219
2019-11-18,595,1163,630,2388,24.916247906197654,48.70184254606365,26.38190954773869
2019-11-19,599,1390,686,2675,22.39252336448598,51.96261682242991,25.644859813084114
2019-11-20,606,1182,664,2452,24.71451876019576,48.20554649265905,27.07993474714519
2019-11-21,654,1287,594,2535,25.79881656804734,50.76923076923077,23.431952662721894
2019-11-22,622,1152,542,2316,26.856649395509496,49.740932642487046,23.402417962003454
2019-11-23,488,970,446,1904,25.630252100840334,50.9453781512605,23.42436974789916
2019-11-24,606,1167,737,2510,24.143426294820717,46.49402390438247,29.36254980079681
2019-11-25,653,1393,667,2713,24.06929598230741,51.345374124585334,24.58532989310726
2019-11-26,661,1562,695,2918,22.6525017135024,53.529814941740916,23.81768334475668
2019-11-27,624,1311,638,2573,24.251846094053633,50.95219588029537,24.79595802565099
2019-11-28,628,1425,720,2773,22.646952758745044,51.38838802740714,25.964659213847817
