Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Total_Positive,Total_Negative,Total_Neutral
2019-12-28,15254,2431,3945,5769,455,2169,5390,496,1794,21630,8393,7680
2019-12-29,6852,732,1364,5183,733,1729,10735,658,1730,8948,7645,13123
2019-12-30,18807,1081,5243,11738,1340,3794,11040,757,6049,25131,16872,17846
2019-12-31,20257,1472,5242,22654,1069,6516,5138,658,1370,26971,30239,7166
2020-01-01,46007,2511,23924,19211,1243,7163,12762,1784,4828,72442,27617,19374
2020-01-02,22228,1741,10774,26627,1890,8304,14348,1387,4760,34743,36821,20495
2020-01-03,21470,1263,6089,11788,1059,3577,15078,1242,4242,28822,16424,20562
2020-01-04,2327,192,1023,23820,3559,5440,1077,134,334,3542,32819,1545
2020-01-05,27929,4188,8861,26532,1528,6130,14074,1085,3587,40978,34190,18746
2020-01-06,46763,2701,9898,15967,1858,4993,16971,1658,5903,59362,22818,24532
2020-01-07,17957,1865,5529,36254,1377,8587,7987,1042,2778,25351,46218,11807
2020-01-08,14609,1283,3180,7320,851,2242,7365,849,2156,19072,10413,10370
2020-01-09,12767,1516,4184,6991,716,2604,21428,1468,6112,18467,10311,29008
2020-01-10,10364,1022,3991,5181,1101,1471,8989,765,2413,15377,7753,12167
2020-01-11,13327,1467,4372,7180,928,2053,9978,1130,2781,19166,10161,13889
2020-01-12,20100,1646,5000,31483,3392,7145,14753,2697,3656,26746,42020,21106
2020-01-13,17201,1449,5515,5927,769,1903,7868,826,2599,24165,8599,11293
2020-01-14,16283,2099,5993,5077,657,1798,10995,851,3038,24375,7532,14884
2020-01-15,27441,2434,9950,8469,936,2534,12843,1363,5642,39825,11939,19848
2020-01-16,26414,2435,8033,17749,1128,6272,8732,842,3090,36882,25149,12664
2020-01-17,21360,2478,6406,5553,631,2551,9556,842,2729,30244,8735,13127
2020-01-18,8346,939,3114,8510,638,2688,18494,861,5871,12399,11836,25226
2020-01-19,9153,810,3393,5888,673,2042,9021,949,3206,13356,8603,13176
2020-01-20,17053,1210,5599,53989,941,6360,8451,820,2591,23862,61290,11862
2020-01-21,17897,2069,5651,9115,1245,2902,12698,1462,3925,25617,13262,18085
2020-01-22,65770,3774,14078,12038,844,4125,23714,956,6003,83622,17007,30673
2020-01-23,9148,1526,2906,5651,893,1525,10510,1402,3305,13580,8069,15217
2020-01-24,17895,1793,5937,22014,1054,4667,15382,1514,3630,25625,27735,20526
2020-01-25,5853,873,1623,5177,661,1584,3775,489,1059,8349,7422,5323
2020-01-26,8688,1435,2928,2596,436,748,7452,708,2358,13051,3780,10518
2020-01-27,6781,677,2362,6749,500,1601,6672,590,1813,9820,8850,9075
2020-01-28,6596,721,2036,4569,634,1272,9326,784,2013,9353,6475,12123
2020-01-29,5771,609,1818,4910,537,1623,4861,1232,1116,8198,7070,7209
2020-01-30,7606,829,2933,10165,522,2686,8107,528,1652,11368,13373,10287
2020-01-31,7776,884,2421,10096,498,2688,3432,515,983,11081,13282,4930
2020-02-01,8948,1301,2618,14383,638,3700,5586,618,1642,12867,18721,7846
2020-02-02,6164,605,1765,1988,307,652,4749,465,2811,8534,2947,8025
2020-02-03,7037,684,2127,5910,366,1636,5443,568,1744,9848,7912,7755
2020-02-04,13253,1732,5123,4068,630,1412,11932,1011,3420,20108,6110,16363
2020-02-05,7593,821,2781,4927,677,1899,5869,648,1742,11195,7503,8259
2020-02-06,9373,1900,2770,3991,567,1960,5703,537,2303,14043,6518,8543
2020-02-07,7977,916,2824,7333,784,2771,9039,880,5180,11717,10888,15099
2020-02-08,4331,595,1757,4948,504,1968,5095,570,1712,6683,7420,7377
2020-02-09,10111,804,3755,5243,469,1689,19964,1347,4682,14670,7401,25993
2020-02-10,12883,1099,3749,3527,485,948,6377,612,2409,17731,4960,9398
2020-02-11,7487,906,2714,5322,506,1623,4722,596,1684,11107,7451,7002
2020-02-12,6086,665,1943,2614,533,943,3009,505,1140,8694,4090,4654
2020-02-13,28627,2728,8588,12633,645,4388,6436,816,2594,39943,17666,9846
2020-02-14,9862,1162,3478,4111,461,1776,6692,471,1394,14502,6348,8557
2020-02-15,9556,757,2912,2438,397,951,7405,761,3747,13225,3786,11913
2020-02-16,19510,761,4081,6719,643,2116,5873,636,3339,24352,9478,9848
2020-02-17,10513,1286,3934,4170,395,1272,5760,728,1902,15733,5837,8390
2020-02-18,13114,936,3168,9621,786,2430,6260,726,2602,17218,12837,9588
2020-02-19,6462,800,1920,8392,589,3936,20157,955,2691,9182,12917,23803
2020-02-20,43397,2748,12845,5466,426,1812,23373,1103,4030,58990,7704,28506
2020-02-21,8260,750,2079,3150,354,1246,4145,518,1215,11089,4750,5878
2020-02-22,6106,797,2458,3675,415,1516,9413,823,3662,9361,5606,13898
2020-02-23,8119,696,4000,5193,891,2154,3188,479,1004,12815,8238,4671
2020-02-24,65959,3413,13065,4448,516,1526,6437,878,2018,82437,6490,9333
2020-02-25,6960,1156,2633,4756,491,1420,8297,890,2361,10749,6667,11548
2020-02-26,8950,669,2984,4028,670,1013,17892,1018,3953,12603,5711,22863
2020-02-27,10702,760,2802,33277,1820,11918,7487,845,2121,14264,47015,10453
2020-02-28,10547,1135,2303,14512,960,2973,11277,760,2128,13985,18445,14165
2020-02-29,7565,739,2729,20350,1037,6613,4520,429,1457,11033,28000,6406
2020-03-01,5974,604,2271,5919,658,1929,27934,1029,3453,8849,8506,32416
2020-03-02,5470,752,1756,8435,467,2375,3763,475,824,7978,11277,5062
2020-03-03,16834,970,2720,4659,557,1560,12449,818,4639,20524,6776,17906
2020-03-04,10687,780,3443,6361,621,1957,4029,427,1415,14910,8939,5871
2020-03-05,6492,685,2592,10110,995,3334,4900,520,1311,9769,14439,6731
2020-03-06,6807,591,2090,2874,377,1099,13382,726,2458,9488,4350,16566
2020-03-07,7878,809,3419,6536,419,2037,27251,1111,7599,12106,8992,35961
2020-03-08,12744,2175,4487,3818,393,1751,4281,482,1384,19406,5962,6147
2020-03-09,9460,729,2558,3767,423,1070,18023,962,3070,12747,5260,22055
2020-03-10,12628,1176,4541,3896,347,808,4036,392,1505,18345,5051,5933
2020-03-11,7674,738,2203,4338,512,1441,10003,530,2960,10615,6291,13493
2020-03-12,8484,762,2125,26444,525,4961,16154,654,4343,11371,31930,21151
2020-03-13,9414,823,2075,2296,289,577,68031,3430,16927,12312,3162,88388
2020-03-14,14837,695,3228,4973,416,1094,5814,521,1481,18760,6483,7816
2020-03-15,15755,1661,3450,6656,459,2030,4066,381,1229,20866,9145,5676
2020-03-16,10916,869,2757,17045,1457,4381,6420,534,2260,14542,22883,9214
2020-03-17,15223,994,4681,6397,410,1695,2947,420,817,20898,8502,4184
2020-03-18,208482,1402,37916,8395,562,2204,3890,447,941,247800,11161,5278
2020-03-19,6574,520,1630,2645,315,676,9643,500,1772,8724,3636,11915
2020-03-20,9474,533,1861,2332,282,793,6380,422,1459,11868,3407,8261
2020-03-21,4954,537,1492,9413,498,2036,4630,422,1173,6983,11947,6225
2020-03-22,3240,386,1013,2281,306,452,3270,291,660,4639,3039,4221
2020-03-23,9435,768,1882,2428,254,760,2480,443,800,12085,3442,3723
2020-03-24,8723,763,3175,44006,2363,19962,16707,653,5173,12661,66331,22533
2020-03-25,12796,1038,2204,3411,350,1172,4094,293,1158,16038,4933,5545
2020-03-26,130722,1876,29077,5194,465,1842,4582,423,1789,161675,7501,6794
2020-03-27,7688,622,2088,4167,373,977,8370,562,2171,10398,5517,11103
2020-03-28,5577,672,1947,9234,276,1702,2387,304,547,8196,11212,3238
2020-03-29,8485,662,2450,1955,201,662,2236,286,471,11597,2818,2993
2020-03-30,2659,348,827,1788,211,577,2772,445,689,3834,2576,3906
2020-03-31,6303,984,2085,15204,1207,3877,3721,386,1145,9372,20288,5252
2020-04-01,5749,1035,2249,5202,341,1669,5420,991,1408,9033,7212,7819
2020-04-02,7454,500,2333,3400,374,896,4314,551,1569,10287,4670,6434
2020-04-03,4203,488,1345,3537,298,1152,5960,412,1667,6036,4987,8039
2020-04-04,4715,414,1330,2061,241,455,3525,480,1441,6459,2757,5446
2020-04-05,4707,349,1025,3117,316,1129,5447,563,1855,6081,4562,7865
2020-04-06,4188,387,1376,5589,345,1604,2357,276,675,5951,7538,3308
2020-04-07,4973,409,1576,2642,308,884,2775,278,975,6958,3834,4028
2020-04-08,4012,551,1017,3434,306,1028,11173,942,3105,5580,4768,15220
2020-04-09,6788,785,1865,4064,1008,1326,4952,502,1713,9438,6398,7167
2020-04-10,5534,491,1904,3736,2501,1212,4404,433,1048,7929,7449,5885
2020-04-11,6441,640,2130,8168,700,3338,3957,377,832,9211,12206,5166
2020-04-12,3154,366,727,1770,232,404,3923,323,1105,4247,2406,5351
2020-04-13,78351,872,27318,1873,285,761,10429,417,2467,106541,2919,13313
2020-04-14,61359,888,22464,2608,301,945,5610,290,1047,84711,3854,6947
2020-04-15,7976,522,2776,3326,414,1043,2950,376,830,11274,4783,4156
2020-04-16,276597,2652,68968,4965,499,1173,5130,381,928,348217,6637,6439
2020-04-17,109434,1004,35702,2286,269,1032,10757,1495,4820,146140,3587,17072
2020-04-18,5528,475,1985,2013,274,619,5005,525,984,7988,2906,6514
2020-04-19,3308,390,1442,2022,260,566,2217,310,557,5140,2848,3084
2020-04-20,142624,2142,47551,2374,259,836,3687,369,1170,192317,3469,5226
2020-04-21,151515,3240,51053,4091,469,1370,2333,295,833,205808,5930,3461
2020-04-22,26468,2024,9013,9172,728,3216,9730,928,3418,37505,13116,14076
2020-04-23,119007,2255,36479,22366,1153,8136,6558,1199,1900,157741,31655,9657
2020-04-24,135869,2201,34745,6243,423,1946,28729,1144,6305,172815,8612,36178
2020-04-25,13138,504,2704,1992,267,646,1132,230,263,16346,2905,1625
2020-04-26,3510,480,1008,1596,241,560,2938,235,640,4998,2397,3813
2020-04-27,108718,3120,36623,1640,229,552,2186,258,791,148461,2421,3235
2020-04-28,119487,2670,39548,4349,334,1071,3475,324,1092,161705,5754,4891
2020-04-29,130595,2559,41896,2288,248,792,8050,379,1198,175050,3328,9627
2020-04-30,6925,536,2742,3558,312,1046,10103,569,3970,10203,4916,14642
2020-05-01,2547,312,937,4709,328,1501,2423,311,599,3796,6538,3333
2020-05-02,2776,381,873,1846,241,512,2867,257,1615,4030,2599,4739
2020-05-03,2752,418,956,1108,278,234,4618,479,1076,4126,1620,6173
2020-05-04,4994,538,1563,2269,290,880,3367,399,932,7095,3439,4698
2020-05-05,7828,612,3164,2302,260,796,2023,289,576,11604,3358,2888
2020-05-06,8418,655,2586,2220,394,566,2826,406,858,11659,3180,4090
2020-05-07,6705,490,1823,3741,530,887,5367,466,1170,9018,5158,7003
2020-05-08,4471,544,1376,3775,461,1108,2207,363,582,6391,5344,3152
2020-05-09,6219,694,1246,2571,471,528,7172,975,1217,8159,3570,9364
2020-05-10,4324,448,1161,2207,424,542,3402,593,755,5933,3173,4750
2020-05-11,3078,359,1151,3130,545,1167,34760,1783,11450,4588,4842,47993
2020-05-12,6493,455,1410,2205,270,882,5223,448,1818,8358,3357,7489
2020-05-13,31790,6613,9744,10019,854,1303,5716,515,720,48147,12176,6951
2020-05-14,8039,791,1895,3391,542,970,2384,435,694,10725,4903,3513
2020-05-15,4173,550,1339,2299,339,904,6059,473,1837,6062,3542,8369
2020-05-16,2185,397,597,2179,489,700,1932,290,527,3179,3368,2749
2020-05-17,3115,329,866,2309,612,971,1825,327,472,4310,3892,2624
2020-05-18,11981,643,3270,1803,270,546,2769,254,721,15894,2619,3744
2020-05-19,6545,729,2573,4296,382,1400,4096,412,1096,9847,6078,5604
2020-05-20,6625,760,2300,3218,319,1284,2802,344,998,9685,4821,4144
2020-05-21,6416,575,1583,4240,362,1366,1509,254,523,8574,5968,2286
2020-05-22,6450,426,1653,1115,235,510,3517,401,1679,8529,1860,5597
2020-05-23,2812,334,967,2802,436,905,2471,250,697,4113,4143,3418
2020-05-24,10963,506,3964,1485,210,586,2520,400,670,15433,2281,3590
2020-05-25,6240,474,1575,3596,311,1138,2559,250,867,8289,5045,3676
2020-05-26,3479,354,994,2198,228,676,2507,251,767,4827,3102,3525
2020-05-27,3755,353,1266,2877,332,959,2947,342,1070,5374,4168,4359
2020-05-28,2888,327,1303,1405,195,465,4676,361,2046,4518,2065,7083
2020-05-29,6527,402,1428,1651,174,578,2301,280,666,8357,2403,3247
2020-05-30,11889,427,3044,2062,231,836,1439,200,367,15360,3129,2006
2020-05-31,2654,315,520,5246,276,1293,1591,199,590,3489,6815,2380
2020-06-01,4629,390,1691,7919,405,2645,1931,282,470,6710,10969,2683
2020-06-02,2818,281,802,19925,335,1180,2766,228,651,3901,21440,3645
2020-06-03,5782,353,1263,2615,295,784,2037,256,519,7398,3694,2812
2020-06-04,12807,1237,4177,3744,358,1046,4362,340,2304,18221,5148,7006
2020-06-05,13717,736,6447,5026,493,1482,4857,434,1529,20900,7001,6820
2020-06-06,8350,491,2140,1894,220,867,1277,192,410,10981,2981,1879
2020-06-07,4362,254,1331,4825,335,1465,2056,228,966,5947,6625,3250
2020-06-08,22226,833,5854,3797,399,1409,3119,323,1123,28913,5605,4565
2020-06-09,3717,379,1375,1820,226,582,3662,377,1041,5471,2628,5080
2020-06-10,6723,654,2311,4094,418,1092,2925,368,784,9688,5604,4077
2020-06-11,4476,425,1528,1521,229,680,3562,415,1234,6429,2430,5211
2020-06-12,3312,273,1479,2968,268,516,3953,418,1158,5064,3752,5529
2020-06-13,7376,422,2289,1516,187,476,2587,253,891,10087,2179,3731
2020-06-14,2711,300,926,2379,224,1034,1669,222,521,3937,3637,2412
2020-06-15,5280,513,1594,6006,497,1251,1547,192,370,7387,7754,2109
2020-06-16,4796,423,1473,10010,667,2004,3814,420,1228,6692,12681,5462
2020-06-17,7599,465,2173,3396,385,1284,4390,376,945,10237,5065,5711
2020-06-18,6435,551,1990,4107,433,1121,3414,404,946,8976,5661,4764
2020-06-19,5500,448,1880,7198,443,1854,2397,262,706,7828,9495,3365
2020-06-20,2994,259,765,5368,280,1962,10519,1184,2834,4018,7610,14537
2020-06-21,71292,1852,13765,1825,251,608,2999,369,705,86909,2684,4073
2020-06-22,7117,550,2282,1663,289,593,2963,303,964,9949,2545,4230
2020-06-23,3756,659,1199,2515,367,773,25831,341,2022,5614,3655,28194
2020-06-24,4017,455,1556,5024,398,1178,2040,256,578,6028,6600,2874
2020-06-25,6314,680,1891,3297,300,796,3828,401,910,8885,4393,5139
2020-06-26,10866,1335,2745,12160,445,2084,2886,404,715,14946,14689,4005
2020-06-27,24344,365,1976,2868,284,1187,6237,223,604,26685,4339,7064
2020-06-28,3222,286,1069,4418,316,1917,6852,268,797,4577,6651,7917
2020-06-29,8000,578,2651,3087,325,1331,4812,410,1437,11229,4743,6659
2020-06-30,7876,748,3102,3469,352,1339,4323,491,1498,11726,5160,6312
2020-07-01,7573,638,2420,4003,426,1171,3900,409,893,10631,5600,5202
2020-07-02,6720,557,2246,12486,277,4016,2599,238,648,9523,16779,3485
2020-07-03,2775,331,867,10945,413,2129,1961,238,485,3973,13487,2684
2020-07-04,169998,768,61398,2962,259,1029,5212,298,1141,232164,4250,6651
2020-07-05,4069,457,1255,5279,502,2165,2959,364,817,5781,7946,4140
2020-07-06,5760,810,2169,3069,319,1086,1943,289,670,8739,4474,2902
2020-07-07,4449,517,1617,3033,336,1000,2658,334,879,6583,4369,3871
2020-07-08,8555,648,2300,4693,234,1722,2630,315,897,11503,6649,3842
2020-07-09,21095,1051,6047,11341,629,3289,7365,606,2372,28193,15259,10343
2020-07-10,4572,435,1482,2618,240,1300,7542,336,1248,6489,4158,9126
2020-07-11,5822,445,1863,5868,331,1859,2032,276,723,8130,8058,3031
2020-07-12,9690,1176,4760,2886,269,1003,2736,378,850,15626,4158,3964
2020-07-13,4182,489,1285,5327,475,1514,3862,370,1264,5956,7316,5496
2020-07-14,10508,1059,2862,4291,473,1495,4294,457,974,14429,6259,5725
2020-07-15,7822,730,2327,11326,900,2460,4770,511,1634,10879,14686,6915
2020-07-16,6959,670,1911,3743,416,1314,8325,820,2049,9540,5473,11194
2020-07-17,8185,789,2542,2185,266,858,4747,401,1301,11516,3309,6449
2020-07-18,3688,409,1454,4053,308,1256,5738,337,1180,5551,5617,7255
2020-07-19,3470,330,776,3447,298,1075,13095,558,3422,4576,4820,17075
2020-07-20,4826,554,1617,14478,568,3273,4558,342,1012,6997,18319,5912
2020-07-21,5094,482,1746,5342,411,1851,3236,326,1150,7322,7604,4712
2020-07-22,12475,860,5140,6685,539,2329,3277,375,1161,18475,9553,4813
2020-07-23,6222,1050,1776,2447,331,901,4399,374,1138,9048,3679,5911
2020-07-24,7978,640,2746,5771,326,1613,2184,314,533,11364,7710,3031
2020-07-25,2440,331,964,1230,260,387,2407,309,681,3735,1877,3397
2020-07-26,5638,456,2422,3302,305,1250,1443,225,400,8516,4857,2068
2020-07-27,7547,452,1555,2391,309,910,2457,372,710,9554,3610,3539
2020-07-28,10462,636,3201,6018,398,1854,6209,482,2038,14299,8270,8729
2020-07-29,15174,1174,5383,3016,295,1161,2485,268,827,21731,4472,3580
2020-07-30,11935,738,3588,6744,291,2552,3206,344,1050,16261,9587,4600
2020-07-31,7309,601,2960,6283,316,1517,3896,342,1525,10870,8116,5763
2020-08-01,5796,488,1138,3404,271,831,9265,313,2418,7422,4506,11996
2020-08-02,2796,334,847,2161,305,391,3419,369,750,3977,2857,4538
2020-08-03,5117,470,1619,3067,320,1237,2661,289,519,7206,4624,3469
2020-08-04,7250,591,2447,2576,369,822,2867,355,845,10288,3767,4067
2020-08-05,5872,466,2009,1794,272,521,2461,505,874,8347,2587,3840
2020-08-06,5726,513,1131,9824,551,1842,2846,339,791,7370,12217,3976
2020-08-07,8968,817,4111,4664,556,1429,7113,542,2835,13896,6649,10490
2020-08-08,11469,1233,2947,4031,439,847,55797,878,9273,15649,5317,65948
2020-08-09,5504,664,2064,2616,339,1041,1667,273,654,8232,3996,2594
2020-08-10,6246,603,2018,6301,684,1434,4985,590,1704,8867,8419,7279
2020-08-11,5157,499,1514,8119,398,2106,2751,429,853,7170,10623,4033
2020-08-12,9470,688,3291,6247,413,1770,3792,479,912,13449,8430,5183
2020-08-13,4267,464,1513,5199,460,1651,2589,360,844,6244,7310,3793
2020-08-14,13509,953,3385,3529,371,1881,1902,271,542,17847,5781,2715
2020-08-15,4921,464,2035,5865,767,3198,2593,351,978,7420,9830,3922
2020-08-16,5771,482,1532,19301,555,3981,3950,362,1667,7785,23837,5979
2020-08-17,8755,750,2400,7447,750,2835,6148,565,1304,11905,11032,8017
2020-08-18,5892,581,2758,4941,360,1213,3397,389,1075,9231,6514,4861
2020-08-19,6746,559,2772,29664,757,8903,4081,387,1401,10077,39324,5869
2020-08-20,21864,673,7635,3531,416,715,14452,589,5622,30172,4662,20663
2020-08-21,4385,589,1470,3661,585,1241,7810,477,1729,6444,5487,10016
2020-08-22,8094,933,2763,12933,1030,6119,3591,455,917,11790,20082,4963
2020-08-23,7010,701,2220,6727,754,2950,2759,405,851,9931,10431,4015
2020-08-24,5033,558,1264,5617,762,3142,5004,414,1178,6855,9521,6596
2020-08-25,4078,560,1300,2767,384,925,5633,483,1768,5938,4076,7884
2020-08-26,6349,719,2270,24273,465,2744,3053,359,855,9338,27482,4267
2020-08-27,5215,633,1610,10474,848,2905,7458,615,1531,7458,14227,9604
2020-08-28,31065,1301,15803,23926,1305,6461,12910,515,3270,48169,31692,16695
2020-08-29,7160,498,1861,4802,591,2693,22378,366,6494,9519,8086,29238
2020-08-30,2531,394,744,1953,279,737,2910,368,714,3669,2969,3992
2020-08-31,9775,929,3787,4087,328,1201,6522,340,1286,14491,5616,8148
2020-09-01,7761,548,9897,4031,363,1685,11349,495,1864,18206,6079,13708
2020-09-02,9278,910,3128,9967,520,2333,2768,312,808,13316,12820,3888
2020-09-03,11936,812,3543,8412,670,2060,6156,571,2367,16291,11142,9094
2020-09-04,20643,1316,6245,5352,606,1960,5467,546,1880,28204,7918,7893
2020-09-05,11047,1174,3526,9017,1024,2780,18808,826,3860,15747,12821,23494
2020-09-06,9229,1320,2508,14350,1344,3976,25430,1366,3666,13057,19670,30462
2020-09-07,50223,2345,11366,38277,2153,8895,26885,1622,6744,63934,49325,35251
